Date,Time,RMSSD,Coverage,HF,LF
2024-03-07,00:10:00,61.124,1.004,680.267,1028.688
2024-03-07,00:15:00,60.284,1.002,639.555,784.32
2024-03-07,00:20:00,72.588,0.938,739.282,892.882
2024-03-07,00:25:00,62.19,1.004,648.306,1994.299
2024-03-07,00:30:00,58.272,0.91,559.997,1571.57
2024-03-07,00:35:00,54.955,1.005,557.137,1213.898
2024-03-07,00:40:00,51.491,0.917,489.741,781.81
2024-03-07,00:45:00,61.34,0.972,725.732,1525.114
2024-03-07,00:50:00,39.871,0.974,267.538,1023.813
2024-03-07,00:55:00,35.756,0.994,156.019,1404.102
2024-03-07,01:00:00,51.424,0.959,563.511,4579.469
2024-03-07,01:05:00,50.928,1.005,493.933,1511.082
2024-03-07,01:10:00,44.068,1.0,387.588,735.521
2024-03-07,01:15:00,46.781,1.006,395.769,846.667
2024-03-07,01:20:00,69.512,0.84,692.669,1379.291
2024-03-07,01:25:00,63.225,0.973,722.058,2141.12
2024-03-07,01:30:00,53.699,1.004,509.954,1080.783
2024-03-07,01:35:00,55.218,1.004,495.039,1157.482
2024-03-07,01:40:00,47.55,0.934,278.035,3055.826
2024-03-07,01:45:00,51.805,0.961,419.337,4245.706
2024-03-07,01:50:00,45.998,0.992,352.736,1279.647
2024-03-07,01:55:00,45.428,1.002,335.961,1230.855
2024-03-07,02:00:00,47.556,1.004,375.207,1428.081
2024-03-07,02:05:00,49.618,0.975,407.316,860.98
2024-03-07,02:10:00,65.347,0.937,663.912,3876.869
2024-03-07,02:15:00,52.232,1.005,521.528,1437.141
2024-03-07,02:20:00,54.073,1.003,457.413,1938.905
2024-03-07,02:25:00,61.961,0.924,669.26,3465.872
2024-03-07,02:30:00,50.063,1.005,338.985,2831.566
2024-03-07,02:35:00,37.227,0.99,195.437,1872.669
2024-03-07,02:40:00,41.031,0.997,175.461,1971.1
2024-03-07,02:45:00,54.111,0.936,279.02,1668.256
2024-03-07,02:50:00,51.382,0.968,341.11,2201.817
2024-03-07,02:55:00,57.048,0.927,496.739,1715.087
2024-03-07,03:00:00,45.942,1.003,324.47,2084.688
2024-03-07,03:05:00,48.67,1.003,469.473,2532.766
2024-03-07,03:10:00,45.554,0.989,377.823,1568.873
2024-03-07,03:15:00,50.116,1.004,402.565,1415.074
2024-03-07,03:20:00,80.186,0.868,863.607,2044.459
2024-03-07,03:25:00,78.019,1.005,859.149,1244.167
2024-03-07,03:30:00,75.461,1.002,910.913,1418.212
2024-03-07,03:35:00,72.356,0.96,754.722,2802.376
2024-03-07,03:50:00,62.696,1.002,611.233,3589.601
2024-03-07,03:55:00,60.546,0.941,620.918,2296.99
2024-03-07,04:00:00,54.738,1.005,550.131,3680.247
2024-03-07,04:05:00,50.414,0.971,383.431,2418.266
2024-03-07,04:10:00,40.231,0.902,348.213,1445.805
2024-03-07,04:15:00,48.877,0.966,415.607,1907.527
2024-03-07,04:20:00,47.19,0.936,384.483,678.79
2024-03-07,04:25:00,46.887,0.986,324.728,1221.078
2024-03-07,04:30:00,51.474,1.005,442.846,1760.126
2024-03-07,04:35:00,74.754,0.74,950.798,1610.527
2024-03-07,04:40:00,75.437,0.961,861.692,721.608
2024-03-07,04:50:00,69.127,0.905,549.159,2317.932
2024-03-07,04:55:00,80.05,1.004,689.721,2181.213
2024-03-07,05:00:00,70.236,0.992,654.233,3046.694
2024-03-07,05:05:00,56.817,1.004,524.511,870.468
2024-03-07,05:10:00,57.321,1.003,476.745,1389.295
2024-03-07,05:15:00,57.036,1.002,454.013,1423.654
2024-03-07,05:20:00,62.932,0.978,553.671,1955.817
2024-03-07,05:25:00,57.239,0.971,470.045,2123.129
2024-03-07,05:30:00,32.035,1.003,66.53,1034.282
2024-03-07,05:35:00,36.623,1.005,126.172,3949.192
2024-03-07,05:40:00,39.315,0.974,150.796,2186.596
2024-03-07,05:45:00,38.345,0.993,185.989,2835.301
2024-03-07,05:50:00,43.463,0.918,181.071,2212.519
2024-03-07,05:55:00,52.987,0.92,429.174,2967.521
2024-03-07,06:00:00,51.746,0.921,311.938,3079.929
2024-03-07,06:05:00,60.203,1.001,562.737,2479.428
2024-03-07,06:15:00,83.886,0.776,3104.506,15619.136
2024-03-08,00:05:00,54.358,0.937,235.688,5376.618
2024-03-08,00:10:00,36.378,0.981,213.939,1312.146
2024-03-08,00:15:00,75.825,0.969,789.258,4409.844
2024-03-08,00:20:00,81.658,0.981,966.489,856.863
2024-03-08,00:25:00,80.429,1.003,1078.852,807.605
2024-03-08,00:30:00,75.636,1.005,778.797,1175.296
2024-03-08,00:35:00,70.792,0.798,848.228,3140.938
2024-03-08,00:45:00,43.388,0.934,212.899,868.488
2024-03-08,00:50:00,23.901,0.999,78.421,128.532
2024-03-08,00:55:00,51.028,1.001,469.776,501.748
2024-03-08,01:00:00,64.975,1.007,682.786,752.661
2024-03-08,01:05:00,70.892,1.003,840.189,899.704
2024-03-08,01:10:00,70.741,1.001,777.214,706.681
2024-03-08,01:15:00,77.017,0.997,981.033,789.939
2024-03-08,01:20:00,83.979,1.006,1246.352,816.435
2024-03-08,01:25:00,79.579,1.005,1081.136,3359.207
2024-03-08,01:30:00,73.727,1.004,845.138,1017.037
2024-03-08,01:35:00,42.596,0.91,96.345,2156.493
2024-03-08,01:40:00,43.25,0.986,192.194,2318.069
2024-03-08,01:45:00,47.068,0.952,163.749,2489.786
2024-03-08,01:50:00,68.972,0.929,748.22,2800.205
2024-03-08,01:55:00,57.213,0.976,372.64,1130.225
2024-03-08,02:00:00,55.001,0.972,378.491,2503.441
2024-03-08,02:05:00,60.803,0.913,561.735,1112.93
2024-03-08,02:10:00,68.151,0.991,749.246,364.087
2024-03-08,02:15:00,66.266,0.995,606.558,1256.858
2024-03-08,02:20:00,62.391,1.006,577.156,1363.477
2024-03-08,02:25:00,67.9,1.001,717.734,759.011
2024-03-08,02:30:00,64.766,1.006,624.008,1777.435
2024-03-08,02:35:00,71.34,1.002,726.125,1645.532
2024-03-08,02:40:00,73.536,1.004,775.81,1484.584
2024-03-08,02:45:00,105.363,0.932,1416.204,3424.214
2024-03-08,02:50:00,84.075,1.005,1253.886,3731.531
2024-03-08,02:55:00,72.17,1.002,797.285,2503.896
2024-03-08,03:00:00,75.712,0.943,474.869,1692.4
2024-03-08,03:05:00,71.619,0.941,580.653,2189.908
2024-03-08,03:10:00,75.669,0.88,581.767,1922.323
2024-03-08,03:15:00,55.849,0.983,458.343,2520.904
2024-03-08,03:20:00,57.269,0.988,435.557,2281.239
2024-03-08,03:25:00,67.819,0.989,1023.577,3822.834
2024-03-08,03:30:00,60.241,0.967,675.662,2541.484
2024-03-08,03:35:00,64.581,1.001,755.834,1827.627
2024-03-08,03:40:00,63.028,0.946,748.637,2181.573
2024-03-08,03:45:00,54.454,1.002,528.95,1496.951
2024-03-08,03:50:00,64.91,0.998,681.521,2990.439
2024-03-08,03:55:00,53.801,1.003,496.184,997.856
2024-03-08,04:00:00,52.903,1.005,501.758,2451.634
2024-03-08,04:05:00,51.42,1.003,633.023,3298.43
2024-03-08,04:10:00,62.084,0.97,546.773,4734.44
2024-03-08,04:15:00,69.758,0.926,695.456,3292.757
2024-03-08,04:20:00,53.758,0.998,397.846,2825.66
2024-03-08,04:25:00,59.529,0.98,477.403,2649.274
2024-03-08,04:30:00,66.505,0.962,611.748,2950.333
2024-03-08,04:35:00,60.146,1.005,633.293,3029.449
2024-03-08,04:40:00,64.057,0.949,704.912,2957.547
2024-03-08,04:45:00,69.005,1.007,640.903,3975.184
2024-03-08,04:50:00,48.071,0.994,320.66,1966.944
2024-03-08,04:55:00,49.148,1.006,383.586,2495.663
2024-03-08,05:00:00,58.464,0.939,545.617,3499.428
2024-03-08,05:05:00,85.867,0.979,1596.131,3206.041
2024-03-08,05:10:00,85.674,0.997,1134.646,5100.158
2024-03-08,05:15:00,78.952,0.768,944.129,2012.025
2024-03-08,05:20:00,61.667,0.986,541.586,1582.192
2024-03-08,05:25:00,37.055,1.006,128.891,825.655
2024-03-08,05:30:00,51.572,1.001,395.941,1622.415
2024-03-08,05:35:00,49.923,1.001,253.152,2146.589
2024-03-08,05:40:00,63.743,1.004,821.389,667.67
2024-03-08,05:45:00,64.197,1.003,743.716,1603.115
2024-03-08,05:50:00,61.96,0.941,622.026,1978.192
2024-03-08,05:55:00,56.507,1.003,497.241,1928.755
2024-03-08,06:00:00,43.609,0.966,230.09,2206.519
2024-03-08,06:05:00,50.046,0.945,325.842,3979.417
2024-03-08,06:10:00,54.865,0.99,363.458,3361.946
2024-03-08,06:15:00,53.866,1.003,454.195,3614.103
2024-03-08,06:20:00,77.324,1.005,818.784,3803.364
2024-03-08,06:30:00,47.326,1.006,231.459,2479.455
2024-03-08,06:35:00,58.328,0.836,615.021,2025.299
2024-03-08,06:40:00,34.622,0.96,153.874,1760.099
2024-03-08,06:45:00,40.039,0.865,307.627,1352.475
2024-03-09,03:50:00,79.749,0.906,1436.486,895.139
2024-03-09,03:55:00,108.088,0.933,1898.459,3310.447
2024-03-09,04:00:00,111.44,1.002,2273.043,5869.289
2024-03-09,04:05:00,88.18,0.957,1327.492,5219.675
2024-03-09,04:10:00,96.527,1.004,2286.304,6578.778
2024-03-09,04:15:00,93.506,1.006,1804.368,2459.769
2024-03-09,04:20:00,79.653,1.001,1616.873,572.08
2024-03-09,04:25:00,77.239,1.004,1563.64,877.264
2024-03-09,04:30:00,74.444,1.003,1272.884,708.186
2024-03-09,04:35:00,87.397,0.934,1297.622,6554.043
2024-03-09,04:40:00,75.868,0.898,852.922,1917.487
2024-03-09,04:45:00,71.528,1.004,757.596,2143.185
2024-03-09,04:50:00,62.036,0.97,600.533,2609.163
2024-03-09,04:55:00,65.413,0.976,599.32,2620.123
2024-03-09,05:00:00,80.663,1.006,1188.697,3941.753
2024-03-09,05:05:00,54.805,1.004,306.843,1460.94
2024-03-09,05:10:00,58.598,1.003,860.261,4899.073
2024-03-09,05:15:00,106.264,0.885,3283.514,8747.519
2024-03-09,05:20:00,95.8,0.984,1965.577,5378.641
2024-03-09,05:25:00,95.715,0.982,1403.024,3598.765
2024-03-09,05:30:00,77.339,1.003,1083.836,1868.892
2024-03-09,05:35:00,72.605,1.002,991.352,1812.806
2024-03-09,05:40:00,79.375,1.005,1220.493,781.093
2024-03-09,05:45:00,89.561,0.965,1816.84,3719.244
2024-03-09,05:50:00,89.569,0.998,1831.571,3021.692
2024-03-09,05:55:00,73.904,0.872,1379.024,1106.819
2024-03-09,06:05:00,69.224,1.003,654.254,2510.996
2024-03-09,06:10:00,70.554,0.941,664.17,3310.703
2024-03-09,06:20:00,80.916,0.976,1109.066,2846.875
2024-03-09,06:25:00,74.88,0.949,890.03,4361.533
2024-03-09,06:30:00,70.538,0.951,1507.678,2430.333
2024-03-09,06:35:00,72.477,0.962,790.952,1470.797
2024-03-09,06:40:00,54.447,1.004,552.449,603.162
2024-03-09,06:45:00,62.017,0.943,532.364,1438.361
2024-03-09,06:50:00,62.394,0.92,516.825,2217.133
2024-03-09,06:55:00,97.851,0.949,1519.565,4596.411
2024-03-09,07:00:00,68.065,0.712,575.847,3540.488
2024-03-09,07:05:00,83.977,0.988,950.183,3722.076
2024-03-09,07:10:00,82.548,0.963,831.208,2285.344
2024-03-09,07:15:00,106.807,0.947,1887.242,2707.549
2024-03-09,07:20:00,89.053,0.912,742.218,4263.474
2024-03-09,07:25:00,71.479,1.004,700.717,2979.688
2024-03-09,07:30:00,76.204,0.916,860.784,1883.357
2024-03-09,07:35:00,63.765,0.935,591.047,2177.846
2024-03-09,07:40:00,50.068,0.711,213.931,1063.951
2024-03-09,07:45:00,47.438,0.911,393.053,1213.145
2024-03-09,07:50:00,41.301,0.988,262.742,1973.63
2024-03-09,07:55:00,49.947,0.996,484.242,1893.677
2024-03-09,08:00:00,63.856,0.825,616.192,2823.666
2024-03-09,23:30:00,92.446,0.805,1064.065,1550.424
2024-03-09,23:35:00,108.083,0.835,1441.722,1811.949
2024-03-09,23:40:00,98.0,0.774,1229.768,1630.217
2024-03-09,23:45:00,95.923,0.923,855.687,1169.495
2024-03-09,23:50:00,89.3,0.998,1001.459,1413.347
2024-03-09,23:55:00,76.931,1.004,898.497,1021.152
2024-03-10,00:00:00,67.135,0.999,737.478,440.851
2024-03-10,00:05:00,77.548,0.93,927.7,3235.067
2024-03-10,00:10:00,79.375,1.003,962.756,609.862
2024-03-10,00:15:00,83.391,1.002,850.869,595.996
2024-03-10,00:20:00,85.846,1.005,1207.452,562.629
2024-03-10,00:25:00,79.784,1.004,875.706,797.708
2024-03-10,00:30:00,82.692,1.002,1026.719,1193.827
2024-03-10,00:35:00,86.857,0.998,1197.653,512.242
2024-03-10,00:40:00,91.973,0.961,1424.739,2294.342
2024-03-10,00:45:00,40.075,1.006,160.524,1548.51
2024-03-10,00:50:00,94.398,1.004,828.948,2828.549
2024-03-10,00:55:00,112.969,1.001,1393.791,4209.912
2024-03-10,01:00:00,98.277,1.009,1208.646,7274.507
2024-03-10,01:05:00,80.496,0.938,571.066,3422.407
2024-03-10,01:10:00,104.396,0.943,1915.248,1680.232
2024-03-10,01:15:00,82.557,1.005,1096.244,496.079
2024-03-10,01:20:00,83.248,1.005,998.741,996.916
2024-03-10,01:25:00,79.682,1.001,1026.26,1084.497
2024-03-10,01:30:00,85.974,1.004,1261.24,1135.113
2024-03-10,01:35:00,90.197,0.955,1093.384,3686.932
2024-03-10,01:40:00,100.369,0.981,1515.205,11102.819
2024-03-10,01:45:00,87.238,1.002,1158.772,4258.812
2024-03-10,01:50:00,86.744,1.004,991.456,665.76
2024-03-10,01:55:00,87.416,0.981,1072.535,3663.695
2024-03-10,02:00:00,97.482,0.99,1407.597,5498.966
2024-03-10,02:05:00,95.711,0.999,1450.964,830.706
2024-03-10,02:10:00,87.873,1.002,1285.481,524.462
2024-03-10,02:15:00,90.489,0.923,1035.794,6190.825
2024-03-10,02:20:00,69.556,1.004,639.408,1894.639
2024-03-10,02:25:00,68.116,0.972,470.58,1707.381
2024-03-10,02:30:00,65.91,0.973,677.865,1838.474
2024-03-10,02:35:00,82.216,0.99,980.975,2927.324
2024-03-10,02:40:00,79.251,1.006,692.985,2817.255
2024-03-10,02:45:00,83.252,0.96,736.819,2712.231
2024-03-10,02:50:00,90.389,0.945,962.073,3163.703
2024-03-10,02:55:00,108.684,0.979,1721.275,2921.507
2024-03-10,03:00:00,129.444,1.005,2081.999,6804.492
2024-03-10,03:05:00,107.591,0.966,1525.196,1465.015
2024-03-10,03:10:00,106.14,1.004,1818.05,2255.37
2024-03-10,03:15:00,106.532,1.002,1999.869,1589.733
2024-03-10,03:20:00,94.081,1.005,1398.519,1982.536
2024-03-10,03:25:00,95.017,1.005,1218.809,1999.212
2024-03-10,03:30:00,84.871,1.001,1128.139,1141.762
2024-03-10,03:35:00,93.139,0.998,1261.613,1197.969
2024-03-10,03:40:00,94.443,0.864,1528.956,2174.369
2024-03-10,03:45:00,81.017,0.998,1093.858,4578.827
2024-03-10,03:50:00,105.24,0.919,1291.286,3151.369
2024-03-10,03:55:00,67.391,0.954,560.718,1830.919
2024-03-10,04:00:00,62.165,0.993,497.784,1405.623
2024-03-10,04:05:00,67.346,0.971,612.124,1868.902
2024-03-10,04:10:00,62.696,0.995,819.601,4848.822
2024-03-10,04:15:00,61.422,1.003,720.066,1768.128
2024-03-10,04:20:00,79.103,0.972,677.478,1576.159
2024-03-10,04:25:00,125.448,0.937,2536.146,2572.774
2024-03-10,04:30:00,98.094,0.937,1409.731,3440.325
2024-03-10,04:35:00,119.489,1.004,1871.042,946.56
2024-03-10,04:40:00,101.607,0.996,1278.528,3576.693
2024-03-10,04:45:00,107.258,0.955,1308.405,834.686
2024-03-10,04:50:00,97.953,0.949,1064.789,1463.191
2024-03-10,04:55:00,90.641,1.007,1244.876,1486.779
2024-03-10,05:00:00,102.06,0.898,1510.388,4921.628
2024-03-10,05:05:00,91.362,1.002,1125.935,715.147
2024-03-10,05:10:00,85.672,1.004,963.977,738.896
2024-03-10,05:15:00,91.16,0.94,1055.367,3545.434
2024-03-10,05:20:00,101.789,0.936,1387.178,2815.994
2024-03-10,05:25:00,101.879,0.963,1456.112,3832.988
2024-03-10,05:30:00,91.87,0.937,1070.922,2883.904
2024-03-10,05:35:00,77.074,0.874,782.489,1349.792
2024-03-10,05:40:00,87.474,0.955,967.298,1477.113
2024-03-10,05:45:00,100.108,0.94,1459.901,4053.509
2024-03-10,05:50:00,90.986,1.004,949.995,1369.393
2024-03-10,05:55:00,98.595,1.007,1591.698,1829.884
2024-03-10,06:00:00,119.34,0.913,2309.211,5438.438
2024-03-10,06:05:00,109.218,0.97,1752.838,4375.893
2024-03-10,06:10:00,131.658,0.956,1866.515,7186.456
2024-03-10,06:15:00,94.705,1.004,1383.617,2611.809
2024-03-10,06:20:00,93.971,1.004,1355.852,2288.087
2024-03-10,06:25:00,85.729,1.005,1124.879,751.223
2024-03-10,06:30:00,88.222,0.959,1354.44,1035.704
2024-03-10,06:35:00,129.117,0.977,2101.737,2997.239
2024-03-10,06:40:00,130.382,0.917,2496.071,4810.908
2024-03-10,06:45:00,125.123,1.003,2324.609,7330.111
2024-03-10,06:50:00,119.119,0.967,1982.018,4026.959
2024-03-10,06:55:00,131.129,0.901,2796.512,8212.659
2024-03-10,07:00:00,117.292,1.007,1848.873,6846.584
2024-03-10,07:05:00,124.094,0.968,1221.141,2326.207
2024-03-10,07:10:00,146.263,0.923,2439.289,3559.578
2024-03-10,07:20:00,116.682,0.802,1867.4,2438.138
2024-03-10,07:25:00,117.76,0.934,1570.139,4080.624
2024-03-10,07:30:00,96.655,0.974,850.656,3269.522
2024-03-10,07:35:00,94.688,0.982,1129.656,1561.79
2024-03-10,07:40:00,98.348,1.004,1080.598,1131.567
2024-03-10,07:45:00,93.198,0.922,746.645,7061.363
2024-03-10,07:50:00,89.682,0.91,1103.02,3553.92
2024-03-10,07:55:00,86.165,0.983,1025.516,2013.24
2024-03-10,08:00:00,79.347,0.996,905.697,2656.457
2024-03-10,08:05:00,77.892,1.004,868.437,740.696
2024-03-10,08:10:00,94.662,0.924,1506.287,2522.697
2024-03-10,08:15:00,95.845,0.921,1102.76,3061.785
2024-03-10,08:20:00,117.241,0.975,1799.322,2218.468
2024-03-10,08:25:00,121.742,0.949,1769.629,7959.818
2024-03-10,08:30:00,104.638,0.959,1765.14,5320.911
2024-03-10,08:35:00,95.76,0.96,1677.618,4732.663
2024-03-10,08:40:00,84.946,0.956,816.223,1282.368
2024-03-10,08:45:00,99.349,0.915,1278.192,3455.919
2024-03-10,08:50:00,119.862,0.828,2089.307,2932.96
2024-03-10,08:55:00,106.707,0.947,1488.973,4330.867
2024-03-10,09:00:00,56.609,0.756,253.683,4565.019
2024-03-10,09:05:00,75.414,0.834,697.45,4071.896
2024-03-10,09:10:00,83.81,0.813,874.365,2746.971
2024-03-10,09:20:00,88.276,0.952,1097.33,941.571
2024-03-10,09:30:00,61.662,0.754,639.001,1631.644
2024-03-10,09:35:00,65.658,0.775,641.877,1093.141
2024-03-10,09:45:00,87.313,0.876,950.234,2112.572
2024-03-10,09:50:00,84.614,0.793,1098.996,3099.971
2024-03-11,01:40:00,91.959,0.988,1410.131,4378.232
2024-03-11,01:45:00,97.467,0.958,1612.795,2723.858
2024-03-11,01:50:00,82.992,0.982,1163.184,2761.533
2024-03-11,01:55:00,68.506,0.929,788.038,1132.495
2024-03-11,02:00:00,61.374,1.003,635.54,601.959
2024-03-11,02:05:00,62.827,0.994,936.921,1407.15
2024-03-11,02:10:00,58.07,1.003,628.826,524.968
2024-03-11,02:15:00,60.86,0.885,722.167,3039.419
2024-03-11,02:20:00,68.581,0.992,822.975,5456.883
2024-03-11,02:25:00,45.501,0.974,353.205,1298.448
2024-03-11,02:30:00,53.813,1.001,588.093,3004.595
2024-03-11,02:35:00,50.588,0.963,325.748,2046.171
2024-03-11,02:40:00,48.3,0.961,359.302,1150.415
2024-03-11,02:45:00,44.418,0.992,404.402,1367.185
2024-03-11,02:50:00,85.103,0.94,1293.486,2822.945
2024-03-11,02:55:00,71.172,1.003,983.269,1619.668
2024-03-11,03:00:00,60.493,0.997,706.938,967.543
2024-03-11,03:05:00,67.353,1.003,900.471,1044.126
2024-03-11,03:10:00,66.603,1.003,954.471,736.373
2024-03-11,03:15:00,62.184,0.996,782.039,891.724
2024-03-11,03:20:00,68.403,0.888,773.451,1013.888
2024-03-11,03:25:00,57.973,0.843,549.918,2266.876
2024-03-11,03:30:00,64.281,0.949,650.628,3386.881
2024-03-11,03:35:00,73.59,0.956,560.266,1942.665
2024-03-11,03:40:00,75.147,0.782,682.288,3522.741
2024-03-11,03:45:00,58.633,0.826,319.876,2212.36
2024-03-11,03:50:00,58.232,0.974,438.077,3323.942
2024-03-11,03:55:00,46.506,1.003,366.281,720.639
2024-03-11,04:00:00,52.521,0.975,449.539,3211.816
2024-03-11,04:10:00,79.403,1.003,1044.499,1622.428
2024-03-11,04:15:00,67.942,0.976,539.437,2024.029
2024-03-11,04:20:00,96.384,0.981,1514.711,5884.683
2024-03-11,04:25:00,83.684,0.986,999.026,2409.303
2024-03-11,04:30:00,81.007,0.905,1162.757,3338.078
2024-03-11,04:35:00,37.872,0.956,188.02,1454.922
2024-03-11,04:40:00,62.003,0.944,639.661,433.683
2024-03-11,04:45:00,65.669,1.003,687.33,1019.572
2024-03-11,04:50:00,64.893,1.003,706.652,462.642
2024-03-11,04:55:00,64.744,1.005,695.825,747.772
2024-03-11,05:00:00,68.315,1.003,690.244,839.712
2024-03-11,05:05:00,71.529,0.911,728.919,693.544
2024-03-11,05:10:00,96.423,0.92,1782.996,3631.609
2024-03-11,05:15:00,95.97,0.91,1456.838,1596.129
2024-03-11,05:20:00,72.415,0.991,591.066,1757.334
2024-03-11,05:25:00,90.711,0.9,976.101,4477.777
2024-03-11,05:30:00,89.913,0.998,1219.338,3085.874
2024-03-11,05:35:00,77.056,0.888,698.439,2889.371
2024-03-11,05:40:00,97.682,1.005,1257.761,4180.586
2024-03-11,05:45:00,108.276,0.987,1676.036,3166.881
2024-03-11,05:50:00,118.952,1.004,1879.183,2796.183
2024-03-11,05:55:00,76.387,0.94,651.622,2204.591
2024-03-11,06:00:00,79.119,0.949,810.963,2588.488
2024-03-11,06:05:00,77.5,1.003,719.957,4350.349
2024-03-11,06:10:00,80.012,0.979,1060.269,2232.063
2024-03-11,06:15:00,78.759,1.007,1059.648,1644.471
2024-03-11,06:20:00,85.046,0.947,814.858,3026.309
2024-03-11,06:25:00,71.903,0.956,668.215,2442.565
2024-03-11,06:30:00,93.325,0.969,1596.549,1512.3
2024-03-11,06:35:00,83.519,1.004,1024.908,1292.355
2024-03-11,06:40:00,76.977,0.833,1305.113,1757.007
2024-03-11,06:45:00,62.257,0.99,638.196,1883.397
2024-03-11,06:50:00,68.918,0.955,729.999,3767.493
2024-03-11,06:55:00,75.413,0.944,996.896,1875.342
2024-03-11,07:00:00,72.228,0.934,878.906,2121.619
2024-03-11,07:05:00,74.561,1.004,920.065,2618.611
2024-03-11,07:10:00,109.521,0.864,1842.636,3178.23
2024-03-11,07:15:00,109.987,1.002,1600.855,9663.756
2024-03-11,07:20:00,112.249,0.958,1359.191,4265.812
2024-03-11,07:25:00,102.546,0.993,1916.68,2517.708
2024-03-11,07:30:00,78.199,0.779,931.751,1332.522
2024-03-11,07:35:00,60.872,0.833,389.482,1586.108
2024-03-12,01:40:00,112.507,0.921,1506.994,1234.135
2024-03-12,01:45:00,117.252,1.005,2607.114,1032.33
2024-03-12,01:50:00,116.228,1.003,3290.199,1365.722
2024-03-12,01:55:00,113.125,0.964,2648.691,1372.72
2024-03-12,02:00:00,90.003,1.005,1344.857,1364.732
2024-03-12,02:05:00,92.897,1.002,1399.666,1090.38
2024-03-12,02:10:00,90.481,1.006,1179.203,1778.791
2024-03-12,02:15:00,93.607,1.004,1225.285,1049.695
2024-03-12,02:20:00,91.499,0.946,1262.821,2647.408
2024-03-12,02:25:00,74.895,0.996,1024.285,1758.811
2024-03-12,02:30:00,65.923,0.964,706.89,2382.823
2024-03-12,02:35:00,79.565,0.892,913.192,2781.965
2024-03-12,02:40:00,55.427,0.969,487.014,2629.741
2024-03-12,02:45:00,64.015,0.972,719.178,3146.806
2024-03-12,02:50:00,62.245,1.003,755.7,727.201
2024-03-12,02:55:00,61.189,1.002,719.988,521.568
2024-03-12,03:00:00,60.956,1.004,768.451,1417.357
2024-03-12,03:05:00,60.34,1.001,699.689,714.82
2024-03-12,03:10:00,119.45,0.846,1852.523,4194.344
2024-03-12,03:15:00,119.484,0.93,1761.248,4811.467
2024-03-12,03:20:00,93.485,1.001,1254.857,3052.161
2024-03-12,03:25:00,93.173,1.007,1238.853,712.853
2024-03-12,03:30:00,99.665,1.003,1711.791,970.545
2024-03-12,03:35:00,108.244,1.005,1876.003,610.716
2024-03-12,03:40:00,112.689,0.958,1693.697,3791.317
2024-03-12,03:45:00,98.151,0.996,1432.793,652.2
2024-03-12,03:50:00,98.87,1.005,1499.406,552.733
2024-03-12,03:55:00,112.271,1.004,1765.675,2505.18
2024-03-12,04:00:00,92.347,0.882,1357.361,9322.043
2024-03-12,04:05:00,52.245,0.99,298.318,2508.453
2024-03-12,04:10:00,89.914,0.956,1043.773,3507.092
2024-03-12,04:15:00,99.154,1.004,2102.732,4219.484
2024-03-12,04:20:00,110.653,0.971,1764.095,3551.028
2024-03-12,04:25:00,90.667,0.87,1477.846,2806.055
2024-03-12,04:30:00,121.307,0.98,2105.02,3014.218
2024-03-12,04:35:00,122.758,0.987,2258.707,1484.902
2024-03-12,04:40:00,99.969,1.003,1456.8,438.102
2024-03-12,04:45:00,98.825,0.938,1332.892,6340.745
2024-03-12,04:50:00,80.571,1.007,859.423,861.893
2024-03-12,04:55:00,77.75,1.001,860.216,685.133
2024-03-12,05:00:00,87.227,1.006,1181.877,1657.458
2024-03-12,05:05:00,78.629,1.003,1018.256,1016.353
2024-03-12,05:10:00,85.098,1.005,990.064,660.637
2024-03-12,05:15:00,105.511,0.902,1391.426,2671.267
2024-03-12,05:20:00,113.792,0.895,2249.799,4277.685
2024-03-12,05:25:00,101.388,0.948,1245.627,4505.713
2024-03-12,05:30:00,95.877,0.964,1096.592,2315.793
2024-03-12,05:35:00,102.252,0.988,1820.466,2006.822
2024-03-12,05:40:00,99.487,0.957,1481.574,2390.604
2024-03-12,05:45:00,104.763,1.002,2091.802,2536.441
2024-03-12,05:50:00,115.453,0.99,1991.062,2620.441
2024-03-12,05:55:00,95.661,0.953,1809.296,5173.042
2024-03-12,06:00:00,107.98,0.962,1511.643,5027.674
2024-03-12,06:05:00,123.204,1.005,3140.269,4134.968
2024-03-12,06:10:00,98.767,0.947,1574.514,1680.347
2024-03-12,06:15:00,109.408,0.94,2053.726,1785.178
2024-03-12,06:20:00,109.013,0.983,1894.539,3469.34
2024-03-12,06:25:00,102.329,0.935,1824.395,2939.138
2024-03-12,06:30:00,91.324,1.002,1164.086,1963.528
2024-03-12,06:35:00,82.53,0.962,800.224,4026.989
2024-03-12,06:40:00,80.613,1.005,1117.993,1440.035
2024-03-12,06:45:00,69.937,0.995,850.751,492.318
2024-03-12,06:50:00,93.91,0.878,1899.143,6721.683
2024-03-12,06:55:00,107.592,0.979,1804.637,2492.398
2024-03-12,07:00:00,55.802,0.966,403.712,2223.625
2024-03-12,07:05:00,67.278,0.944,590.683,2420.345
2024-03-12,07:10:00,82.038,0.9,573.261,1309.662
2024-03-12,07:15:00,80.567,0.962,968.686,2388.795
2024-03-12,07:20:00,102.294,0.918,1740.11,3335.389
2024-03-13,00:00:00,78.398,0.872,1124.793,3692.248
2024-03-13,00:05:00,76.827,0.931,876.707,1043.908
2024-03-13,00:10:00,73.109,1.001,1059.722,623.048
