Date,Time,RMSSD,Coverage,HF,LF
2024-04-03,06:35:00,73.155,1.004,817.875,3195.194
2024-04-03,06:40:00,78.455,1.005,948.116,4996.075
2024-04-03,06:45:00,71.148,1.002,868.198,696.405
2024-04-03,06:50:00,70.906,0.953,728.583,2156.628
2024-04-03,06:55:00,68.423,0.949,583.623,3102.546
2024-04-03,07:00:00,78.197,0.955,938.953,2019.669
2024-04-03,07:05:00,75.939,0.934,828.951,3310.711
2024-04-03,07:10:00,80.608,0.987,950.728,4031.223
2024-04-03,07:15:00,81.857,0.957,1022.635,5048.142
2024-04-03,07:20:00,82.113,0.938,1068.515,2054.696
2024-04-03,07:25:00,67.567,1.001,679.488,1967.333
2024-04-04,00:25:00,69.253,0.928,1258.67,1509.684
2024-04-04,00:30:00,73.157,0.925,1849.707,2498.642
2024-04-04,00:35:00,61.308,0.918,772.205,2607.672
2024-04-04,00:40:00,68.99,0.906,805.375,1574.594
2024-04-04,00:45:00,73.412,1.003,1176.414,1330.089
2024-04-04,00:50:00,70.569,1.004,1316.178,607.786
2024-04-04,00:55:00,73.982,0.996,1361.572,845.775
2024-04-04,01:00:00,71.608,0.966,987.423,2024.754
2024-04-04,01:05:00,76.508,0.886,1150.912,2244.903
2024-04-04,01:10:00,64.954,0.974,810.481,2740.046
2024-04-04,01:15:00,50.062,1.005,511.98,1077.475
2024-04-04,01:20:00,48.676,1.004,456.068,1462.791
2024-04-04,01:25:00,69.32,0.952,1061.775,5533.419
2024-04-04,01:30:00,61.59,0.98,772.472,1910.809
2024-04-04,01:35:00,49.147,0.978,461.849,502.001
2024-04-04,01:40:00,49.063,1.003,445.561,657.498
2024-04-04,01:45:00,48.091,1.003,431.86,618.785
2024-04-04,01:50:00,59.513,0.965,581.269,1644.727
2024-04-04,01:55:00,51.897,0.964,477.799,2003.631
2024-04-04,02:00:00,45.653,1.003,349.493,677.869
2024-04-04,02:05:00,58.564,0.956,432.36,700.677
2024-04-04,02:10:00,66.66,1.004,872.177,1038.233
2024-04-04,02:15:00,60.782,1.006,771.561,595.762
2024-04-04,02:20:00,72.018,0.983,1288.24,943.053
2024-04-04,02:25:00,59.652,1.002,709.651,701.316
2024-04-04,02:30:00,59.282,1.003,714.88,1010.068
2024-04-04,02:35:00,68.969,0.959,731.7,1267.812
2024-04-04,02:40:00,96.496,0.982,1564.532,5257.438
2024-04-04,02:45:00,78.101,0.987,863.961,2377.482
2024-04-04,02:50:00,93.944,1.006,1388.299,3409.412
2024-04-04,02:55:00,92.696,0.973,1475.905,9488.53
2024-04-04,03:00:00,110.792,0.946,2624.84,3979.69
2024-04-04,03:05:00,78.033,1.004,907.886,2963.017
2024-04-04,03:10:00,70.914,0.956,785.54,4997.386
2024-04-04,03:15:00,62.229,1.002,676.266,473.101
2024-04-04,03:20:00,67.838,0.932,866.737,760.572
2024-04-04,03:25:00,77.217,0.996,972.977,1310.926
2024-04-04,03:30:00,87.953,0.967,1411.839,1882.404
2024-04-04,03:35:00,89.376,0.996,1352.354,3631.928
2024-04-04,03:40:00,79.462,0.854,1106.828,905.592
2024-04-04,03:45:00,59.847,0.983,507.981,3994.589
2024-04-04,03:50:00,81.29,1.004,1020.866,1547.107
2024-04-04,04:15:00,102.626,0.775,1371.029,2589.794
2024-04-04,04:20:00,69.696,0.994,511.46,3741.489
2024-04-04,04:25:00,61.692,0.924,420.755,2845.798
2024-04-04,04:30:00,65.711,0.955,504.861,4892.69
2024-04-04,04:35:00,97.345,0.898,945.16,4507.471
2024-04-04,04:40:00,77.229,0.929,1010.636,4934.41
2024-04-04,04:45:00,84.604,0.888,983.489,3489.291
2024-04-04,04:50:00,71.939,0.933,1053.313,1809.977
2024-04-04,04:55:00,92.387,0.929,1433.16,1941.466
2024-04-04,05:00:00,97.402,1.002,1614.341,5108.109
2024-04-04,05:05:00,85.508,1.006,1447.433,2046.969
2024-04-04,05:10:00,98.203,0.969,1379.571,1321.729
2024-04-04,05:15:00,93.237,1.003,1594.759,5527.361
2024-04-04,05:20:00,100.207,0.997,1558.41,1171.876
2024-04-04,05:25:00,89.66,0.88,1275.232,5378.406
2024-04-04,05:30:00,82.678,0.962,1110.786,1463.574
2024-04-04,05:35:00,89.664,0.885,1251.565,2111.866
2024-04-04,05:40:00,106.961,0.961,2291.698,1652.598
2024-04-04,05:45:00,67.26,0.965,631.227,1380.337
2024-04-04,05:50:00,68.546,0.957,522.929,5069.376
2024-04-04,05:55:00,111.055,0.913,2385.054,3314.11
2024-04-04,06:00:00,87.298,0.996,1120.443,1396.02
2024-04-04,06:05:00,99.751,0.971,1375.72,1133.762
2024-04-04,06:10:00,128.977,1.001,2978.019,926.74
2024-04-04,06:15:00,106.21,0.967,1328.4,2957.041
2024-04-04,06:20:00,103.319,0.995,1285.371,2458.804
2024-04-04,06:25:00,95.859,0.995,1447.718,7390.948
2024-04-04,06:30:00,101.68,0.975,1550.539,1577.635
2024-04-04,06:35:00,103.373,0.876,1016.375,3820.609
2024-04-04,06:40:00,86.694,1.004,1020.805,3477.557
2024-04-04,06:50:00,110.214,0.878,2181.935,3121.426
2024-04-04,06:55:00,116.426,0.97,2234.784,6628.792
2024-04-04,07:00:00,117.74,1.005,2069.04,5562.015
2024-04-04,07:05:00,87.456,1.004,833.959,6967.029
2024-04-04,07:10:00,59.744,0.963,425.05,2442.472
2024-04-04,07:15:00,123.73,0.958,2183.178,4960.169
2024-04-04,07:20:00,94.715,1.003,1739.803,3131.898
2024-04-04,07:25:00,95.745,0.932,1412.724,6252.195
2024-04-04,07:30:00,88.154,0.997,985.66,4565.634
2024-04-04,07:35:00,100.828,0.989,1990.591,4120.894
2024-04-04,07:40:00,83.536,1.0,1499.013,3855.349
2024-04-04,07:45:00,70.577,0.818,946.964,571.341
2024-04-07,04:10:00,70.073,0.847,404.465,2967.819
2024-04-07,04:15:00,67.276,0.786,438.641,1080.4
2024-04-07,04:20:00,73.207,0.934,1025.582,2057.575
2024-04-07,04:25:00,84.632,1.003,1080.008,2019.706
2024-04-07,04:30:00,80.064,0.976,1145.12,1753.197
2024-04-07,04:35:00,70.858,1.006,752.491,1195.81
2024-04-07,04:40:00,61.633,1.004,691.393,694.836
2024-04-07,04:45:00,58.451,0.997,532.888,681.296
2024-04-07,04:50:00,49.977,1.001,423.062,1410.546
2024-04-07,04:55:00,75.547,0.719,431.39,1666.695
2024-04-07,05:00:00,69.318,1.002,762.056,1369.637
2024-04-07,05:05:00,59.686,1.005,535.854,976.84
2024-04-07,05:10:00,64.845,0.995,762.012,955.907
2024-04-07,05:15:00,57.411,1.006,529.158,870.1
2024-04-07,05:20:00,62.12,1.004,612.446,1106.657
2024-04-07,05:25:00,59.239,1.004,561.763,1608.603
2024-04-07,05:30:00,73.311,0.914,823.369,1633.861
2024-04-07,05:35:00,51.601,0.932,347.763,1454.193
2024-04-07,05:40:00,63.805,1.006,603.836,2885.972
2024-04-07,05:45:00,74.452,0.981,824.707,3229.117
2024-04-07,05:50:00,75.939,0.95,659.99,1744.671
2024-04-07,05:55:00,68.832,0.976,694.972,2302.335
2024-04-07,06:00:00,83.502,0.902,1285.305,2773.066
2024-04-07,06:05:00,85.136,1.003,1260.545,2634.591
2024-04-07,06:10:00,93.316,0.973,1374.12,2712.86
2024-04-07,06:15:00,94.544,0.972,751.969,2237.576
2024-04-07,06:20:00,50.031,0.983,296.44,1446.57
2024-04-07,06:25:00,90.534,0.796,972.993,2012.44
2024-04-07,06:35:00,94.54,1.006,1276.111,3354.646
2024-04-07,06:40:00,98.99,0.933,1596.463,3862.151
2024-04-07,06:45:00,77.89,1.005,1287.561,979.118
2024-04-07,06:50:00,71.231,1.006,1125.154,1052.594
2024-04-07,06:55:00,70.425,1.001,1037.5,1211.408
2024-04-07,07:00:00,69.194,1.003,1002.772,1508.64
2024-04-07,07:05:00,71.292,0.951,933.717,789.421
2024-04-07,07:10:00,86.519,0.977,957.326,5194.719
2024-04-07,07:15:00,75.895,1.004,951.345,704.53
2024-04-07,07:20:00,89.278,0.962,1947.204,5863.461
2024-04-07,07:25:00,86.864,1.002,1370.752,1506.401
2024-04-07,07:30:00,87.818,0.905,803.614,5030.787
2024-04-07,07:35:00,67.496,0.954,1253.525,4735.97
2024-04-07,07:40:00,59.147,0.97,407.103,3691.942
2024-04-07,07:45:00,75.747,1.003,743.808,2071.139
2024-04-07,07:50:00,62.932,0.84,802.799,2817.64
2024-04-07,07:55:00,71.921,0.967,755.528,7593.054
2024-04-07,08:00:00,87.249,0.994,1288.554,2151.861
2024-04-07,08:05:00,74.464,1.003,1011.916,4506.617
2024-04-07,08:10:00,73.688,0.969,971.484,2973.365
2024-04-07,08:15:00,95.634,1.004,2143.269,1911.073
2024-04-07,08:20:00,71.643,0.93,767.976,2837.167
2024-04-07,08:25:00,57.058,1.006,657.121,2348.262
2024-04-07,08:30:00,51.721,1.002,514.686,682.831
2024-04-07,08:35:00,50.714,1.002,449.888,803.596
2024-04-07,08:40:00,56.649,0.949,436.076,2085.646
2024-04-07,08:45:00,51.657,1.001,467.077,746.256
2024-04-07,08:50:00,49.282,0.956,364.68,1772.124
2024-04-07,08:55:00,70.625,1.004,1632.473,3805.103
2024-04-07,09:00:00,68.223,0.959,999.532,3541.939
2024-04-07,09:05:00,46.53,0.923,281.077,2356.178
2024-04-07,09:10:00,47.885,0.936,298.314,2106.246
2024-04-07,09:15:00,58.127,0.956,527.504,1299.496
2024-04-07,09:20:00,57.09,0.908,631.781,1521.118
2024-04-07,09:25:00,65.855,0.944,627.67,3043.062
2024-04-07,09:30:00,64.128,0.927,576.234,2257.839
2024-04-07,09:35:00,75.749,0.885,932.713,2998.51
2024-04-07,09:40:00,61.054,1.003,677.8,1027.479
2024-04-07,09:45:00,55.533,1.001,570.853,1041.828
2024-04-07,09:50:00,50.758,0.96,480.457,500.756
2024-04-07,09:55:00,68.371,0.968,578.039,2085.397
2024-04-07,10:00:00,78.372,0.919,903.547,3230.855
2024-04-07,10:05:00,98.734,1.007,1687.978,4274.314
2024-04-07,10:10:00,80.47,1.003,1131.234,3291.535
2024-04-07,10:15:00,49.833,0.895,320.194,2588.713
2024-04-07,10:20:00,34.921,0.905,268.153,902.525
2024-04-07,10:25:00,54.932,0.99,430.071,1427.212
2024-04-07,10:30:00,62.183,0.865,642.661,1461.86
2024-04-07,10:35:00,87.271,0.936,1461.293,3024.502
2024-04-07,10:40:00,80.644,0.945,1174.048,2830.239
2024-04-07,10:45:00,81.672,0.801,1086.75,2744.515
2024-04-08,01:00:00,89.756,0.959,1139.876,1695.189
2024-04-08,01:05:00,106.984,0.938,2189.178,1252.916
2024-04-08,01:10:00,91.127,0.953,1862.977,1656.408
2024-04-08,01:15:00,86.143,1.005,1351.463,1300.526
2024-04-08,01:20:00,88.975,0.918,1391.79,1119.071
2024-04-08,01:25:00,64.368,1.005,869.897,2048.763
2024-04-08,01:30:00,54.629,1.002,480.983,619.487
2024-04-08,01:35:00,68.217,0.917,713.402,3842.317
2024-04-08,01:40:00,67.057,1.004,940.344,1166.8
2024-04-08,01:45:00,45.201,1.003,293.571,1486.256
2024-04-08,01:50:00,57.908,0.976,480.907,1650.647
2024-04-08,01:55:00,51.976,0.979,609.73,2640.435
2024-04-08,02:00:00,56.621,0.98,520.644,1178.105
2024-04-08,02:05:00,53.149,1.004,465.692,1474.645
2024-04-08,02:10:00,43.425,1.001,286.44,642.626
2024-04-08,02:15:00,50.395,0.998,416.366,1592.556
2024-04-08,02:20:00,48.977,0.908,353.489,1939.995
2024-04-08,02:25:00,74.956,0.99,1124.032,2962.041
2024-04-08,02:30:00,70.393,0.993,1087.976,1611.511
2024-04-08,02:35:00,62.779,0.969,742.446,1170.299
2024-04-08,02:40:00,70.224,0.768,779.554,2597.342
2024-04-08,02:45:00,60.307,0.894,735.902,1008.665
2024-04-08,02:50:00,75.195,0.848,642.918,1937.217
2024-04-08,02:55:00,77.567,1.006,925.781,860.554
2024-04-08,03:00:00,76.56,0.921,962.845,1069.381
2024-04-08,03:05:00,45.646,1.005,355.645,702.584
2024-04-08,03:10:00,45.547,1.004,327.023,869.8
2024-04-08,03:15:00,47.339,1.0,402.397,639.761
2024-04-08,03:20:00,52.093,0.984,440.069,2315.564
2024-04-08,03:25:00,50.941,1.006,515.449,900.793
2024-04-08,03:30:00,55.794,1.002,525.287,562.78
2024-04-08,03:35:00,53.256,1.003,489.978,746.364
2024-04-08,03:40:00,50.942,1.005,507.77,419.08
2024-04-08,03:45:00,51.88,1.005,519.271,838.924
2024-04-08,03:50:00,47.768,1.003,436.235,351.542
2024-04-08,03:55:00,60.755,0.947,504.775,925.748
2024-04-08,04:00:00,95.361,0.927,1264.358,1725.429
2024-04-08,04:05:00,71.717,0.976,667.002,1792.058
2024-04-08,04:10:00,85.935,0.893,424.856,3126.594
2024-04-08,04:15:00,58.299,1.001,568.589,1239.879
2024-04-08,04:20:00,115.113,0.919,1891.614,2289.994
2024-04-08,04:25:00,88.545,1.002,1474.15,1570.256
2024-04-08,04:30:00,80.233,0.975,1140.265,377.959
2024-04-08,04:35:00,109.229,0.993,2297.472,2305.293
2024-04-08,04:40:00,101.238,0.956,1812.69,1369.484
2024-04-08,04:45:00,91.835,0.906,990.424,3595.725
2024-04-08,04:50:00,77.009,0.962,674.112,3680.612
2024-04-08,04:55:00,90.784,1.003,856.179,7532.184
2024-04-08,05:00:00,76.3,1.005,833.53,1656.776
2024-04-08,05:05:00,83.258,1.004,886.991,972.987
2024-04-08,05:10:00,73.38,0.893,650.996,1057.863
2024-04-08,05:15:00,72.209,0.878,568.663,2109.93
2024-04-08,05:20:00,76.438,1.003,710.656,3043.683
2024-04-08,05:25:00,63.348,0.935,385.851,1597.642
2024-04-08,05:30:00,81.832,0.882,762.588,1456.393
2024-04-08,05:35:00,77.469,0.916,580.886,981.058
2024-04-08,05:40:00,102.073,0.943,1395.636,6335.242
2024-04-08,05:45:00,86.246,0.983,1018.199,1716.532
2024-04-08,05:50:00,82.114,1.003,1040.565,2107.977
2024-04-08,05:55:00,86.185,1.005,1289.036,2008.068
2024-04-08,06:00:00,107.753,0.978,1872.057,1037.817
2024-04-08,06:05:00,107.662,0.886,2213.853,3751.55
2024-04-08,06:10:00,90.317,1.006,1089.504,892.783
