Date,Time,RMSSD,Coverage,HF,LF
2024-02-17,06:45:00,52.991,0.94,412.784,1425.402
2024-02-17,06:50:00,65.903,0.943,727.455,2513.595
2024-02-17,06:55:00,59.721,0.957,379.256,3128.333
2024-02-17,07:00:00,66.877,0.997,834.233,3020.719
2024-02-17,07:05:00,59.068,0.898,506.593,2837.376
2024-02-17,07:15:00,58.555,0.978,673.798,1675.521
2024-02-17,07:20:00,62.482,0.978,794.746,2431.115
2024-02-17,07:25:00,50.281,0.971,453.836,2099.043
2024-02-17,07:30:00,86.964,0.879,1001.964,2804.545
2024-02-17,07:35:00,77.908,0.95,913.013,3596.658
2024-02-17,07:40:00,44.65,0.997,264.755,1766.236
2024-02-17,07:50:00,84.575,0.812,1003.224,2485.382
2024-02-17,07:55:00,91.04,0.96,1288.231,3332.816
2024-02-17,08:00:00,63.667,0.758,767.447,880.174
2024-02-18,04:40:00,95.022,0.92,1344.743,1742.579
2024-02-18,04:45:00,98.721,0.924,1670.226,1095.187
2024-02-18,04:50:00,99.412,1.003,1804.551,1222.545
2024-02-18,04:55:00,88.328,0.994,1639.002,1009.37
2024-02-18,05:00:00,96.815,1.004,2188.796,2204.0
2024-02-18,05:05:00,92.013,1.004,1939.317,2089.827
2024-02-18,05:10:00,99.626,0.916,1789.043,2883.576
2024-02-18,05:15:00,79.99,1.007,1042.587,2379.508
2024-02-18,05:20:00,52.864,1.003,366.903,3158.979
2024-02-18,05:25:00,103.391,0.994,1301.033,2966.698
2024-02-18,05:30:00,85.373,0.978,1399.359,3125.385
2024-02-18,05:35:00,82.181,1.001,1385.284,1366.549
2024-02-18,05:40:00,56.904,1.006,587.168,1699.975
2024-02-18,05:45:00,93.795,0.903,1475.758,5736.631
2024-02-18,05:50:00,83.843,1.005,1403.289,1589.633
2024-02-18,05:55:00,72.192,1.003,1024.062,945.211
2024-02-18,06:00:00,69.446,1.004,1161.375,1269.873
2024-02-18,06:05:00,66.078,1.005,900.938,1483.228
2024-02-18,06:10:00,64.121,1.004,818.251,1109.727
2024-02-18,06:15:00,65.001,1.002,937.606,789.331
2024-02-18,06:20:00,65.23,1.005,994.257,1410.0
2024-02-18,06:25:00,64.623,0.999,883.875,1432.454
2024-02-18,06:30:00,70.694,0.922,1061.054,3249.401
2024-02-18,06:35:00,41.456,0.894,238.153,2424.762
2024-02-18,06:40:00,67.905,0.967,965.651,2554.574
2024-02-18,06:45:00,74.509,0.74,907.398,5724.138
2024-02-18,06:50:00,66.846,1.005,841.513,3157.362
2024-02-18,06:55:00,48.363,0.99,399.35,2400.79
2024-02-18,07:00:00,66.386,0.952,620.164,4186.534
2024-02-18,07:05:00,52.551,1.0,370.088,1956.93
2024-02-18,07:10:00,52.434,1.005,722.602,3096.511
2024-02-18,07:15:00,55.987,0.986,673.994,4505.408
2024-02-18,07:20:00,39.437,1.005,243.966,1519.472
2024-02-18,07:25:00,75.788,0.938,1045.482,3089.791
2024-02-18,07:30:00,59.919,0.992,698.504,2505.875
2024-02-18,07:35:00,50.998,0.96,391.708,1617.361
2024-02-18,07:40:00,50.279,1.002,503.192,1207.939
2024-02-18,07:45:00,46.923,1.006,418.135,1138.648
2024-02-18,07:50:00,55.133,0.939,480.274,1907.981
2024-02-18,07:55:00,53.407,1.006,559.607,804.92
2024-02-18,08:00:00,56.579,0.994,609.452,1372.592
2024-02-18,08:05:00,72.876,0.913,916.751,6829.603
2024-02-18,08:10:00,73.53,1.005,1133.697,1267.699
2024-02-18,08:15:00,69.771,1.001,1327.232,1645.422
2024-02-18,08:20:00,61.959,0.996,844.383,932.228
2024-02-18,08:25:00,62.403,0.945,728.906,2565.076
2024-02-18,08:30:00,76.643,0.989,1141.439,2248.992
2024-02-18,08:35:00,85.644,0.938,922.351,9781.52
2024-02-18,08:40:00,104.204,0.864,902.916,6029.07
2024-02-18,08:45:00,93.284,0.971,1419.266,4379.423
2024-02-18,08:50:00,81.423,0.998,1197.0,3084.269
2024-02-18,08:55:00,78.201,0.959,1128.14,1619.878
2024-02-18,09:00:00,67.136,1.004,789.023,745.733
2024-02-18,09:05:00,61.052,0.914,858.856,2875.203
2024-02-18,09:10:00,58.816,0.987,699.888,1618.556
2024-02-18,09:15:00,72.959,0.922,1021.175,3772.84
2024-02-18,09:20:00,74.098,0.995,793.608,4752.991
2024-02-18,09:25:00,50.051,1.005,308.668,3378.769
2024-02-18,09:30:00,68.64,0.958,740.234,4482.946
2024-02-18,09:35:00,67.48,0.99,472.886,4699.105
2024-02-18,09:40:00,57.266,0.951,826.229,2779.087
2024-02-18,09:45:00,87.059,0.924,1581.464,2631.664
2024-02-18,09:50:00,81.495,0.953,1502.25,1857.828
2024-02-19,01:40:00,42.969,0.939,397.12,1269.157
2024-02-19,01:45:00,44.479,0.996,455.599,2293.812
2024-02-19,01:50:00,45.987,1.002,451.296,995.077
2024-02-19,01:55:00,42.511,1.005,386.548,1767.361
2024-02-19,02:00:00,40.399,0.947,300.671,808.871
2024-02-19,02:05:00,36.014,1.002,245.3,1184.404
2024-02-19,02:10:00,40.182,1.005,355.137,1250.449
2024-02-19,02:15:00,26.025,0.988,81.537,613.266
2024-02-19,02:20:00,27.998,0.896,113.94,1009.675
2024-02-19,02:25:00,36.11,0.979,226.567,1164.338
2024-02-19,02:30:00,32.598,0.945,199.198,1879.007
2024-02-19,02:35:00,27.42,1.003,153.845,1334.99
2024-02-19,02:40:00,32.475,1.004,168.445,1103.759
2024-02-19,02:45:00,30.059,1.001,227.987,528.105
2024-02-19,02:50:00,30.76,0.999,183.815,517.157
2024-02-19,02:55:00,28.602,1.005,181.04,539.665
2024-02-19,03:00:00,39.882,0.909,324.751,2980.06
2024-02-19,03:05:00,35.981,0.97,253.634,809.291
2024-02-19,03:10:00,37.828,0.985,331.278,388.212
2024-02-19,03:15:00,48.897,0.862,372.221,2539.392
2024-02-19,03:20:00,45.644,0.923,412.813,1485.378
2024-02-19,03:25:00,40.923,0.971,217.017,1539.603
2024-02-19,03:30:00,29.974,1.0,144.386,1058.141
2024-02-19,03:35:00,45.032,0.901,243.481,1371.563
2024-02-19,03:40:00,36.075,1.005,140.402,1246.49
2024-02-19,03:45:00,33.108,0.951,184.408,785.001
2024-02-19,03:50:00,40.845,1.004,354.634,516.57
2024-02-19,03:55:00,49.097,0.941,382.917,4421.606
2024-02-19,04:00:00,41.494,0.941,181.411,2093.442
2024-02-19,04:05:00,37.768,0.989,271.23,1372.33
2024-02-19,04:10:00,33.615,0.929,204.757,1147.724
2024-02-19,04:15:00,46.782,0.979,571.152,1635.567
2024-02-19,04:20:00,39.768,1.005,410.244,496.199
2024-02-19,04:25:00,40.536,1.001,392.205,484.195
2024-02-19,04:30:00,35.966,0.962,295.531,1160.862
2024-02-19,04:35:00,44.438,1.004,454.184,539.468
2024-02-19,04:40:00,46.006,0.935,521.537,778.421
2024-02-19,04:45:00,56.952,0.844,406.246,3319.925
2024-02-19,04:50:00,47.638,0.833,385.274,818.603
2024-02-19,04:55:00,54.131,0.894,425.155,1615.062
2024-02-19,05:00:00,45.612,1.003,339.27,1412.915
2024-02-19,05:05:00,41.085,1.004,322.446,438.889
2024-02-19,05:10:00,40.431,0.959,327.689,662.812
2024-02-19,05:15:00,51.502,1.005,393.09,1528.475
2024-02-19,05:20:00,49.485,0.954,434.895,2374.879
2024-02-19,05:25:00,48.024,0.993,352.264,1517.495
2024-02-19,05:30:00,42.874,1.001,383.919,1025.134
2024-02-19,05:35:00,40.08,0.916,263.676,1049.526
2024-02-19,05:40:00,45.96,0.922,249.643,1015.428
2024-02-19,05:45:00,63.646,1.003,743.732,3631.548
2024-02-19,05:50:00,63.518,0.947,683.779,2432.205
2024-02-19,05:55:00,62.476,0.86,705.024,3331.389
2024-02-19,06:00:00,60.914,0.988,757.259,2850.144
2024-02-19,06:05:00,67.364,0.928,525.871,3842.476
2024-02-19,06:10:00,60.419,1.002,697.983,2042.951
2024-02-19,06:15:00,63.226,1.003,765.341,2632.889
2024-02-19,06:20:00,52.315,1.005,579.468,1078.3
2024-02-19,06:25:00,67.336,0.968,725.233,1648.846
2024-02-19,06:30:00,60.837,0.799,394.696,1319.595
2024-02-19,06:35:00,76.261,0.997,832.797,2500.576
2024-02-19,06:40:00,93.48,0.906,1074.431,3553.909
2024-02-19,06:45:00,76.355,0.984,896.057,1374.806
2024-02-19,06:50:00,68.476,0.987,796.268,1328.789
2024-02-19,06:55:00,69.106,0.956,670.527,3573.075
2024-02-19,07:00:00,61.08,1.005,580.968,1156.47
2024-02-19,07:05:00,56.908,0.802,499.577,1402.4
2024-02-20,00:25:00,91.149,0.992,1405.057,2503.723
2024-02-20,00:30:00,77.544,0.984,1020.447,2241.008
2024-02-20,00:35:00,78.643,1.005,1174.417,2841.329
2024-02-20,00:40:00,72.076,1.005,1004.343,570.995
2024-02-20,00:45:00,79.795,0.853,1020.885,1746.775
2024-02-20,00:50:00,79.438,1.004,1085.559,3349.66
2024-02-20,00:55:00,48.475,1.002,356.855,2280.259
2024-02-20,01:00:00,49.847,0.979,385.326,2161.43
2024-02-20,01:05:00,51.507,0.969,371.445,1949.256
2024-02-20,01:10:00,62.281,0.981,431.987,2685.312
2024-02-20,01:15:00,79.956,0.979,868.534,1687.802
2024-02-20,01:20:00,79.325,1.004,909.545,2324.0
2024-02-20,01:25:00,75.369,1.003,826.569,988.203
2024-02-20,01:30:00,87.017,1.004,1256.032,925.983
2024-02-20,01:35:00,86.647,0.941,1179.41,7893.94
2024-02-20,01:40:00,78.01,1.004,926.349,934.263
2024-02-20,01:45:00,84.629,1.004,1172.488,981.451
2024-02-20,01:50:00,89.908,0.997,1247.808,738.075
2024-02-20,01:55:00,88.878,1.001,1283.792,1351.046
2024-02-20,02:00:00,86.254,0.955,1001.677,1979.166
2024-02-20,02:05:00,72.916,1.001,699.333,810.028
2024-02-20,02:10:00,103.386,0.92,1511.334,8051.991
2024-02-20,02:15:00,71.192,1.005,562.986,4086.958
2024-02-20,02:20:00,86.693,0.788,2311.274,10881.889
2024-02-20,02:25:00,58.031,0.954,3740.079,5501.599
2024-02-20,02:30:00,70.282,0.99,766.824,4628.605
2024-02-20,02:35:00,84.512,1.005,1274.116,5468.745
2024-02-20,02:40:00,109.591,0.916,2055.692,2373.349
2024-02-20,02:45:00,99.784,0.927,1391.809,3117.518
2024-02-20,02:50:00,91.745,1.004,1229.81,2636.528
2024-02-20,02:55:00,104.6,0.976,1750.205,2212.185
2024-02-20,03:00:00,85.663,0.956,776.221,4509.794
2024-02-20,03:05:00,82.158,0.924,850.352,993.159
2024-02-20,03:10:00,81.13,1.007,917.916,655.06
2024-02-20,03:15:00,73.508,1.003,766.03,1131.944
2024-02-20,03:20:00,86.834,1.001,1058.854,927.7
2024-02-20,03:25:00,85.301,1.006,1071.739,1162.327
2024-02-20,03:30:00,91.497,0.926,1073.174,4889.044
2024-02-20,03:35:00,94.986,0.959,1382.311,2833.138
2024-02-20,03:40:00,76.492,0.957,698.075,4135.867
2024-02-20,03:45:00,51.469,0.941,301.602,1566.285
2024-02-20,03:50:00,49.001,1.001,271.604,3519.018
2024-02-20,03:55:00,57.367,0.974,502.688,2413.004
2024-02-20,04:00:00,77.659,1.004,645.164,4185.26
2024-02-20,04:05:00,84.89,0.964,1032.182,6784.064
2024-02-20,04:10:00,119.725,0.944,2333.111,2873.666
2024-02-20,04:15:00,63.58,1.006,502.484,3038.401
2024-02-20,04:20:00,85.697,0.939,1084.084,4073.901
2024-02-20,04:25:00,119.424,0.935,2241.381,3000.144
2024-02-20,04:30:00,119.6,0.891,2440.962,2702.79
2024-02-20,04:35:00,118.36,0.966,1873.387,5209.332
2024-02-20,04:40:00,85.544,1.004,882.095,1427.705
2024-02-20,04:45:00,103.415,0.862,1421.863,5933.81
2024-02-20,04:50:00,98.734,1.001,1313.111,3821.759
2024-02-20,04:55:00,98.19,1.005,1506.304,987.373
2024-02-20,05:00:00,103.258,1.006,1624.349,1191.054
2024-02-20,05:05:00,98.887,0.981,1346.778,3733.304
2024-02-20,05:10:00,101.932,0.929,1283.045,2114.74
2024-02-20,05:15:00,82.878,1.006,829.116,1907.779
2024-02-20,05:20:00,63.019,0.993,374.808,3365.224
2024-02-20,05:25:00,80.241,0.948,768.241,5185.136
2024-02-20,05:30:00,56.309,0.828,239.553,1802.615
2024-02-20,05:35:00,100.682,0.702,1474.12,3937.372
2024-02-20,05:55:00,113.729,1.003,2152.069,2286.002
2024-02-20,06:00:00,115.943,0.975,2480.389,3677.381
2024-02-20,06:05:00,113.721,1.004,2810.443,1046.915
2024-02-20,06:10:00,108.316,1.005,2648.517,999.445
2024-02-20,06:15:00,109.599,0.894,2941.137,1164.615
2024-02-20,06:20:00,106.119,0.977,1823.479,5108.419
2024-02-20,06:25:00,62.923,0.988,336.363,3154.176
2024-02-20,06:30:00,102.582,0.993,2439.633,5372.826
2024-02-20,06:35:00,72.615,0.963,430.494,2903.859
2024-02-20,06:40:00,34.723,1.003,216.442,2172.473
2024-02-20,06:45:00,85.262,0.985,1263.443,2528.825
2024-02-20,06:50:00,98.909,0.915,1571.014,3564.298
2024-02-20,06:55:00,88.702,0.781,993.684,7037.252
2024-02-21,00:30:00,66.973,0.922,624.644,1778.563
2024-02-21,00:35:00,39.453,0.987,182.661,282.938
2024-02-21,00:40:00,67.752,0.927,782.189,436.085
2024-02-21,00:45:00,69.046,1.003,655.439,673.271
2024-02-21,00:50:00,72.657,1.003,819.203,687.456
2024-02-21,00:55:00,80.342,1.005,1092.041,1304.956
2024-02-21,01:00:00,81.265,1.004,1257.328,1040.511
2024-02-21,01:05:00,85.782,0.859,1096.762,5395.873
2024-02-21,01:10:00,86.369,0.985,1750.212,5530.958
2024-02-21,01:15:00,63.895,1.007,611.704,2253.851
2024-02-21,01:20:00,67.985,0.984,750.497,4416.791
2024-02-21,01:25:00,65.896,0.977,654.242,2964.794
2024-02-21,01:30:00,59.032,1.004,600.696,2037.434
2024-02-21,01:35:00,78.517,0.94,851.366,7380.934
2024-02-21,01:40:00,82.524,0.948,1161.828,1039.949
2024-02-21,01:45:00,89.539,0.965,1325.895,2161.582
2024-02-21,01:50:00,74.042,1.005,974.091,826.635
2024-02-21,01:55:00,73.646,1.003,956.66,715.893
2024-02-21,02:00:00,74.539,0.995,1126.965,769.422
2024-02-21,02:05:00,72.716,1.004,879.601,1290.664
2024-02-21,02:10:00,76.227,1.005,1106.285,2141.307
2024-02-21,02:15:00,85.996,0.935,1480.682,2119.572
2024-02-21,02:20:00,64.235,0.819,667.929,1962.553
2024-02-21,02:25:00,62.88,0.964,758.359,895.48
2024-02-21,02:30:00,60.732,0.959,419.14,4004.881
2024-02-21,02:35:00,72.466,0.992,785.543,5866.147
2024-02-21,02:40:00,65.734,0.909,619.391,4935.123
2024-02-21,02:45:00,63.819,0.959,729.778,4953.641
2024-02-21,02:50:00,51.701,0.893,327.078,1823.005
2024-02-21,02:55:00,66.797,0.943,428.963,5161.636
2024-02-21,03:00:00,54.624,1.005,540.267,1390.33
2024-02-21,03:05:00,56.159,0.921,474.186,634.863
2024-02-21,03:10:00,54.159,0.983,422.548,877.692
2024-02-21,03:15:00,56.684,1.005,451.334,1041.689
2024-02-21,03:20:00,58.848,1.004,530.081,1263.26
2024-02-21,03:25:00,59.357,1.001,558.241,1065.661
2024-02-21,03:30:00,55.848,1.003,499.982,719.452
2024-02-21,03:35:00,68.278,1.005,680.148,1281.967
2024-02-21,03:40:00,64.043,1.004,645.412,850.528
2024-02-21,03:45:00,70.212,1.004,724.484,1461.707
2024-02-21,03:50:00,77.579,0.901,971.265,3291.144
2024-02-21,03:55:00,62.432,0.97,582.304,1520.093
2024-02-21,04:00:00,38.502,0.985,148.758,948.519
2024-02-21,04:05:00,76.339,0.953,848.98,1919.523
2024-02-21,04:10:00,89.542,0.96,847.201,3509.441
2024-02-21,04:15:00,87.759,0.946,921.898,4778.703
2024-02-21,04:20:00,96.116,1.001,1158.672,5992.986
2024-02-21,04:25:00,94.021,0.963,1314.565,2631.881
2024-02-21,04:30:00,69.507,1.002,1556.892,7291.26
2024-02-21,04:35:00,77.029,0.876,565.091,1417.573
2024-02-21,04:40:00,73.518,1.006,634.975,2709.967
2024-02-21,04:45:00,71.072,0.938,764.534,852.459
2024-02-21,04:50:00,74.515,0.971,896.74,2019.281
2024-02-21,04:55:00,63.729,1.006,636.586,676.185
2024-02-21,05:00:00,84.764,0.904,996.126,2739.464
2024-02-21,05:05:00,65.595,1.002,347.419,2908.877
2024-02-21,05:10:00,72.611,0.906,648.421,2907.001
2024-02-21,05:15:00,64.031,0.975,400.86,5555.382
2024-02-21,05:20:00,67.396,0.911,552.316,3217.513
2024-02-21,05:25:00,64.395,0.892,375.115,1430.645
2024-02-21,05:30:00,46.53,0.973,211.971,1272.001
2024-02-21,05:35:00,67.212,0.923,662.64,1684.134
2024-02-21,05:40:00,90.199,1.004,1235.513,2308.909
2024-02-21,05:45:00,79.837,1.004,878.129,3880.433
2024-02-21,05:50:00,61.227,0.964,502.583,2087.859
2024-02-21,05:55:00,48.939,0.869,293.222,1092.577
2024-02-21,06:00:00,75.423,0.979,595.38,3847.116
2024-02-21,06:05:00,79.794,1.006,932.5,899.618
2024-02-21,06:10:00,77.296,1.002,1005.257,1296.558
2024-02-21,06:15:00,70.107,1.006,849.347,943.043
2024-02-21,06:20:00,107.205,0.867,1644.82,5951.405
2024-02-21,06:25:00,97.542,0.967,1416.607,4547.534
2024-02-21,06:30:00,83.25,1.005,856.71,2966.125
2024-02-21,06:35:00,85.262,0.927,1109.41,2981.068
2024-02-21,06:40:00,94.805,0.992,1447.943,5023.41
2024-02-21,06:45:00,49.558,0.828,431.236,2746.416
2024-02-21,06:50:00,53.976,0.916,437.347,1310.685
2024-02-21,07:00:00,82.276,0.712,945.011,2551.623
2024-02-22,01:05:00,79.484,0.834,777.936,2442.441
2024-02-22,01:10:00,72.641,0.876,764.192,2319.483
2024-02-22,01:15:00,55.983,0.917,467.48,1373.134
2024-02-22,01:20:00,62.686,1.003,692.985,1691.59
2024-02-22,01:25:00,60.545,0.994,633.112,840.346
2024-02-22,01:30:00,61.522,0.996,641.337,1327.064
2024-02-22,01:35:00,89.694,0.926,1358.442,1733.714
2024-02-22,01:40:00,72.674,0.999,778.02,1345.751
2024-02-22,01:45:00,80.85,0.972,1002.563,2713.081
2024-02-22,01:50:00,74.288,1.007,883.546,1349.319
2024-02-22,01:55:00,74.189,1.003,901.203,1079.103
2024-02-22,02:00:00,73.376,1.001,936.14,2087.11
2024-02-22,02:05:00,78.114,0.997,920.696,963.709
2024-02-22,02:10:00,82.581,1.003,1051.855,1198.783
2024-02-22,02:15:00,97.206,0.807,1146.897,3082.155
2024-02-22,02:20:00,66.567,0.966,382.559,2806.501
2024-02-22,02:25:00,44.717,0.972,339.06,4416.37
2024-02-22,02:30:00,65.485,0.998,543.378,2250.757
2024-02-22,02:35:00,66.996,0.955,517.934,1982.558
2024-02-22,02:40:00,95.454,0.97,1307.609,1813.2
2024-02-22,02:45:00,98.265,0.931,1435.704,5738.529
2024-02-22,02:50:00,82.363,1.002,1101.607,2059.61
2024-02-22,02:55:00,72.606,0.982,816.457,1252.112
2024-02-22,03:00:00,78.568,0.96,1053.15,881.917
2024-02-22,03:05:00,86.724,0.962,1050.17,2440.191
2024-02-22,03:10:00,71.045,0.96,1035.683,3490.509
2024-02-22,03:15:00,85.209,0.869,892.394,4448.831
2024-02-22,03:20:00,74.257,1.006,776.388,1191.759
2024-02-22,03:25:00,70.639,0.951,725.965,1117.902
2024-02-22,03:30:00,83.476,0.931,906.898,1904.21
2024-02-22,03:35:00,77.87,0.896,505.364,4164.757
2024-02-22,03:40:00,69.489,0.989,727.869,3230.812
2024-02-22,03:45:00,81.79,0.926,620.28,2045.709
2024-02-22,03:50:00,58.08,1.006,422.607,3079.455
2024-02-22,03:55:00,59.68,1.004,321.6,3389.727
2024-02-22,04:00:00,72.864,0.971,672.497,2869.109
2024-02-22,04:05:00,86.951,0.922,1102.226,3710.673
2024-02-22,04:10:00,57.846,0.982,280.546,5145.144
2024-02-22,04:15:00,49.309,1.004,153.201,1517.232
2024-02-22,04:20:00,65.494,0.927,628.739,1137.789
2024-02-22,04:25:00,65.097,0.914,630.303,1477.81
2024-02-22,04:30:00,63.083,0.971,600.822,777.035
2024-02-22,04:35:00,71.257,1.005,681.913,1368.679
2024-02-22,04:40:00,102.501,0.843,1675.084,2430.878
2024-02-22,04:45:00,95.337,0.73,1089.933,2447.238
2024-02-22,04:50:00,96.043,0.971,1503.133,1666.697
2024-02-22,04:55:00,87.206,1.006,1515.605,1627.483
2024-02-22,05:00:00,93.423,0.973,1373.283,2511.626
2024-02-22,05:05:00,91.945,0.951,1245.424,1508.244
2024-02-22,05:10:00,88.373,0.95,1265.576,1712.809
2024-02-22,05:15:00,94.72,1.003,1178.596,1321.625
2024-02-22,05:20:00,94.779,0.979,1178.983,5219.574
2024-02-22,05:25:00,99.155,0.929,1420.813,4246.021
2024-02-22,05:30:00,90.498,0.934,922.653,3477.317
2024-02-22,05:35:00,105.044,0.861,964.684,3703.871
2024-02-22,05:40:00,75.027,0.981,769.792,4827.254
2024-02-22,05:45:00,91.442,0.963,985.649,5387.955
2024-02-22,05:50:00,93.653,1.005,1359.142,2198.346
2024-02-22,05:55:00,89.008,0.936,892.901,2801.649
2024-02-22,06:00:00,88.557,0.932,1020.303,4548.297
2024-02-22,06:05:00,91.336,0.96,1317.787,5748.8
2024-02-22,06:10:00,89.257,1.004,1444.446,2092.769
2024-02-22,06:15:00,83.219,0.91,1124.05,1979.208
2024-02-22,06:20:00,83.237,0.853,1366.213,3011.086
2024-02-22,06:30:00,71.318,0.98,1042.081,1260.54
2024-02-22,06:35:00,63.348,1.004,827.201,1333.185
2024-02-22,06:40:00,60.86,1.005,763.174,887.493
2024-02-22,06:45:00,96.657,0.832,1550.998,4159.866
2024-02-22,06:50:00,79.934,1.005,603.245,4440.849
2024-02-22,06:55:00,62.791,0.976,562.237,4301.672
2024-02-22,07:00:00,58.05,0.989,310.713,2768.278
2024-02-22,07:05:00,61.704,0.959,494.896,2565.289
2024-02-23,00:45:00,23.715,1.007,67.051,250.222
2024-02-23,00:50:00,19.386,0.857,45.639,272.599
2024-02-23,00:55:00,59.005,0.766,370.448,911.561
2024-02-23,01:00:00,39.035,0.871,162.333,298.814
2024-02-23,01:05:00,35.272,0.997,189.593,703.369
2024-02-23,01:10:00,63.142,0.981,619.076,897.872
2024-02-23,01:15:00,64.31,0.995,665.51,722.806
2024-02-23,01:20:00,60.936,0.928,604.081,1031.235
2024-02-23,01:25:00,46.335,1.003,356.137,1159.426
2024-02-23,01:30:00,45.704,1.002,368.804,927.649
2024-02-23,01:35:00,67.584,0.959,889.357,2108.21
2024-02-23,01:40:00,60.012,0.998,607.001,1039.668
2024-02-23,02:20:00,53.191,0.976,629.302,1872.2
2024-02-23,02:25:00,44.734,0.98,384.021,986.601
2024-02-23,02:30:00,40.863,1.004,337.22,1240.278
2024-02-23,02:35:00,40.078,1.003,294.554,1328.044
2024-02-23,02:40:00,40.223,1.005,296.436,1454.504
2024-02-23,02:45:00,47.304,1.003,412.324,1587.523
2024-02-23,02:50:00,48.437,1.004,395.495,1243.093
2024-02-23,02:55:00,65.474,0.848,793.91,2722.831
2024-02-23,03:00:00,51.559,0.999,503.061,1924.691
2024-02-23,03:05:00,49.18,0.955,436.48,2334.916
2024-02-23,03:10:00,52.661,0.898,383.604,2261.253
2024-02-23,03:15:00,47.367,0.889,367.287,1801.283
2024-02-23,03:20:00,75.76,0.969,787.729,1449.868
2024-02-23,03:25:00,60.236,1.006,613.262,1851.739
2024-02-23,03:30:00,57.075,0.988,460.596,1466.665
2024-02-23,03:35:00,62.295,0.943,530.244,2861.743
2024-02-23,03:40:00,59.663,0.917,445.368,4352.205
2024-02-23,03:45:00,58.206,0.993,504.463,2204.199
2024-02-23,03:50:00,73.217,0.909,706.097,2028.821
2024-02-23,03:55:00,48.584,0.987,366.289,1628.977
2024-02-23,04:10:00,70.519,1.003,668.965,1448.051
2024-02-23,04:15:00,63.569,0.985,504.461,2630.29
