Date,Time,SPO2 Value
2024-03-01,03:30:03,95.2
2024-03-01,03:31:03,95.1
2024-03-01,03:32:03,95.4
2024-03-01,03:33:03,95.4
2024-03-01,03:34:03,95.5
2024-03-01,03:35:03,95.5
2024-03-01,03:36:03,95.4
2024-03-01,03:38:03,96.3
2024-03-01,03:39:03,97.0
2024-03-01,03:40:03,97.5
2024-03-01,03:41:03,97.5
2024-03-01,03:42:03,97.6
2024-03-01,03:44:03,97.1
2024-03-01,03:45:03,96.8
2024-03-01,03:46:03,96.5
2024-03-01,03:47:03,96.3
2024-03-01,03:48:03,96.2
2024-03-01,03:49:03,96.1
2024-03-01,03:50:03,96.0
2024-03-01,03:51:03,96.0
2024-03-01,03:52:03,96.1
2024-03-01,03:53:03,96.1
2024-03-01,03:54:03,96.1
2024-03-01,03:55:03,96.1
2024-03-01,03:56:03,96.0
2024-03-01,03:57:03,96.0
2024-03-01,03:58:03,96.0
2024-03-01,03:59:03,96.0
2024-03-01,04:01:03,95.8
2024-03-01,04:02:03,94.9
2024-03-01,04:03:03,94.1
2024-03-01,04:04:03,93.5
2024-03-01,04:05:03,93.1
2024-03-01,04:06:03,93.1
2024-03-01,04:07:03,93.0
2024-03-01,04:09:03,93.5
2024-03-01,04:13:03,94.0
2024-03-01,04:14:03,94.1
2024-03-01,04:15:03,94.2
2024-03-01,04:16:03,94.3
2024-03-01,04:17:03,94.3
2024-03-01,04:18:03,94.5
2024-03-01,04:19:03,94.7
2024-03-01,04:21:03,94.9
2024-03-01,04:23:03,95.0
2024-03-01,04:24:03,94.9
2024-03-01,04:26:03,94.8
2024-03-01,04:27:03,94.7
2024-03-01,04:28:03,94.7
2024-03-01,04:29:03,95.5
2024-03-01,04:30:03,95.6
2024-03-01,04:31:03,95.7
2024-03-01,04:32:03,95.5
2024-03-01,04:33:03,95.5
2024-03-01,04:34:03,95.7
2024-03-01,04:35:03,95.4
2024-03-01,04:36:03,95.3
2024-03-01,04:37:03,95.4
2024-03-01,04:38:03,94.9
2024-03-01,04:43:03,94.6
2024-03-01,04:44:03,93.9
2024-03-01,04:45:03,93.5
2024-03-01,04:46:03,93.6
2024-03-01,04:47:03,93.4
2024-03-01,04:48:03,93.7
2024-03-01,04:49:03,93.9
2024-03-01,04:50:03,93.9
2024-03-01,04:51:03,93.8
2024-03-01,04:52:03,93.7
2024-03-01,04:53:03,93.7
2024-03-01,04:55:03,94.1
2024-03-01,04:56:03,94.2
2024-03-01,04:57:03,94.4
2024-03-01,04:58:03,94.6
2024-03-01,04:59:03,94.7
2024-03-01,05:00:03,95.0
2024-03-01,05:01:03,94.7
2024-03-01,05:02:03,95.2
2024-03-01,05:03:03,95.1
2024-03-01,05:04:03,94.9
2024-03-01,05:05:03,95.0
2024-03-01,05:06:03,94.9
2024-03-01,05:07:03,95.1
2024-03-01,05:08:03,94.9
2024-03-01,05:09:03,94.6
2024-03-01,05:10:03,94.4
2024-03-01,05:11:03,94.3
2024-03-01,05:12:03,94.6
2024-03-01,05:13:03,94.6
2024-03-01,05:14:03,94.6
2024-03-01,05:15:03,94.6
2024-03-01,05:16:03,94.6
2024-03-01,05:17:03,94.8
2024-03-01,05:18:03,94.5
2024-03-01,05:19:03,93.9
2024-03-01,05:20:03,93.2
2024-03-01,05:21:03,92.8
2024-03-01,05:22:03,92.9
2024-03-01,05:23:03,93.4
2024-03-01,05:24:03,93.9
2024-03-01,05:25:03,94.3
2024-03-01,05:26:03,94.2
2024-03-01,05:27:03,93.5
2024-03-01,05:28:03,93.9
2024-03-01,05:29:03,94.0
2024-03-01,05:30:03,94.1
2024-03-01,05:31:03,93.7
2024-03-01,05:32:03,94.3
2024-03-01,05:33:03,93.9
2024-03-01,05:34:03,94.0
2024-03-01,05:52:03,93.1
2024-03-01,05:53:03,93.1
2024-03-01,05:54:03,93.3
2024-03-01,05:55:03,93.5
2024-03-01,05:56:03,93.1
2024-03-01,05:57:03,92.6
2024-03-01,05:58:03,93.1
2024-03-01,05:59:03,93.2
2024-03-01,06:00:03,93.9
2024-03-01,06:05:03,93.9
2024-03-01,06:06:03,94.0
2024-03-01,06:08:03,94.2
2024-03-01,06:09:03,94.2
2024-03-01,06:11:03,94.5
2024-03-01,06:12:03,94.7
2024-03-01,06:13:03,94.8
2024-03-01,06:14:03,94.7
2024-03-01,06:15:03,94.8
2024-03-01,06:16:03,94.8
2024-03-01,06:17:03,94.8
2024-03-01,06:18:03,94.8
2024-03-01,06:19:03,95.0
2024-03-01,06:21:03,94.9
2024-03-01,06:22:03,94.7
2024-03-01,06:23:03,95.5
2024-03-01,06:24:03,96.1
2024-03-01,06:25:03,96.4
2024-03-01,06:26:03,96.6
2024-03-01,06:27:03,97.2
2024-03-01,06:28:03,97.4
2024-03-01,06:29:03,97.3
2024-03-01,06:30:03,97.4
2024-03-01,06:31:03,97.6
2024-03-01,06:32:03,97.6
2024-03-01,06:33:03,97.3
2024-03-01,06:34:03,97.0
2024-03-01,06:35:03,96.9
2024-03-01,06:36:03,97.1
2024-03-01,06:37:03,96.9
2024-03-01,06:38:03,96.4
2024-03-01,06:39:03,96.9
2024-03-01,06:40:03,96.1
2024-03-01,06:41:03,95.6
2024-03-01,06:42:03,94.6
2024-03-01,06:43:03,93.9
2024-03-01,06:44:03,94.1
2024-03-01,06:45:03,94.0
2024-03-01,06:46:03,93.6
2024-03-01,06:47:03,93.5
2024-03-01,06:48:03,93.3
2024-03-01,06:49:03,93.8
2024-03-01,06:50:03,93.3
2024-03-01,06:51:03,93.1
2024-03-01,06:53:03,93.6
2024-03-01,06:55:03,93.9
2024-03-01,06:56:03,94.1
2024-03-01,07:04:03,92.0
2024-03-01,07:05:03,94.0
2024-03-01,07:06:03,95.5
2024-03-01,07:07:03,95.5
2024-03-01,07:22:03,96.2
2024-03-01,07:23:03,96.0
2024-03-01,07:24:03,96.3
2024-03-01,07:25:03,96.5
2024-03-01,07:26:03,95.8
2024-03-01,07:27:03,96.0
2024-03-01,07:28:03,95.7
2024-03-01,07:29:03,95.4
2024-03-01,07:31:03,95.3
2024-03-01,07:33:03,95.3
2024-03-01,07:36:03,95.5
2024-03-01,07:37:03,95.4
2024-03-01,07:38:03,95.3
2024-03-01,07:39:03,95.2
2024-03-01,07:41:03,95.2
2024-03-01,07:42:03,95.6
2024-03-01,07:43:03,95.9
2024-03-01,07:44:03,95.9
2024-03-01,07:45:03,95.7
2024-03-01,07:46:03,95.5
2024-03-01,07:47:03,95.7
2024-03-02,02:19:33,94.1
2024-03-02,02:20:33,94.4
2024-03-02,02:21:33,94.6
2024-03-02,02:22:33,94.7
2024-03-02,02:23:33,94.5
2024-03-02,02:24:33,94.5
2024-03-02,02:25:33,94.6
2024-03-02,02:26:33,94.5
2024-03-02,02:27:33,94.5
2024-03-02,02:28:33,94.5
2024-03-02,02:30:33,94.3
2024-03-02,02:31:33,94.4
2024-03-02,02:33:33,94.1
2024-03-02,02:34:33,94.3
2024-03-02,02:35:33,94.3
2024-03-02,02:37:33,94.4
2024-03-02,02:38:33,94.3
2024-03-02,02:39:33,94.1
2024-03-02,02:40:33,94.1
2024-03-02,02:41:33,94.1
2024-03-02,02:42:33,94.1
2024-03-02,02:43:33,94.2
2024-03-02,02:44:33,94.3
2024-03-02,02:45:33,94.3
2024-03-02,02:46:33,94.4
2024-03-02,02:47:33,94.3
2024-03-02,02:48:33,94.3
2024-03-02,02:49:33,94.3
2024-03-02,02:50:33,94.3
2024-03-02,02:51:33,94.4
2024-03-02,02:52:33,94.5
2024-03-02,02:53:33,94.5
2024-03-02,02:54:33,94.5
2024-03-02,02:55:33,94.5
2024-03-02,02:56:33,94.5
2024-03-02,02:57:33,94.5
2024-03-02,02:58:33,94.5
2024-03-02,02:59:33,94.3
2024-03-02,03:00:33,94.2
2024-03-02,03:01:33,94.2
2024-03-02,03:02:33,94.2
2024-03-02,03:03:33,94.1
2024-03-02,03:04:33,94.0
2024-03-02,03:05:33,93.9
2024-03-02,03:06:33,93.9
2024-03-02,03:07:33,93.8
2024-03-02,03:08:33,93.8
2024-03-02,03:09:33,93.8
2024-03-02,03:10:33,93.7
2024-03-02,03:11:33,93.6
2024-03-02,03:12:33,93.6
2024-03-02,03:13:33,93.6
2024-03-02,03:14:33,93.6
2024-03-02,03:15:33,93.5
2024-03-02,03:16:33,93.6
2024-03-02,03:17:33,93.6
2024-03-02,03:19:33,93.7
2024-03-02,03:20:33,93.8
2024-03-02,03:21:33,93.8
2024-03-02,03:22:33,93.9
2024-03-02,03:23:33,93.8
2024-03-02,03:24:33,94.1
2024-03-02,03:25:33,94.1
2024-03-02,03:26:33,94.2
2024-03-02,03:28:33,93.9
2024-03-02,03:29:33,92.5
2024-03-02,03:30:33,91.5
2024-03-02,03:31:33,91.0
2024-03-02,03:32:33,90.6
2024-03-02,03:33:33,90.1
2024-03-02,03:34:33,90.2
2024-03-02,03:35:33,89.9
2024-03-02,03:36:33,90.6
2024-03-02,03:37:33,90.5
2024-03-02,03:38:33,90.3
2024-03-02,03:39:33,88.8
2024-03-02,03:40:33,88.6
2024-03-02,03:42:33,91.0
2024-03-02,03:43:33,92.5
2024-03-02,03:44:33,93.4
2024-03-02,03:45:33,93.9
2024-03-02,03:46:33,94.1
2024-03-02,03:47:33,94.2
2024-03-02,03:48:33,94.2
2024-03-02,03:50:33,94.1
2024-03-02,03:51:33,94.4
2024-03-02,03:52:33,94.3
2024-03-02,03:53:33,94.1
2024-03-02,03:55:33,94.4
2024-03-02,03:56:33,94.7
2024-03-02,03:57:33,94.8
2024-03-02,03:58:33,94.9
2024-03-02,03:59:33,94.9
2024-03-02,04:00:33,94.9
2024-03-02,04:01:33,95.0
2024-03-02,04:02:33,95.0
2024-03-02,04:03:33,95.2
2024-03-02,04:04:33,95.2
2024-03-02,04:05:33,95.1
2024-03-02,04:06:33,95.0
2024-03-02,04:07:33,94.9
2024-03-02,04:08:33,95.2
2024-03-02,04:09:33,94.9
2024-03-02,04:10:33,94.6
2024-03-02,04:11:33,94.3
2024-03-02,04:12:33,94.3
2024-03-02,04:13:33,94.1
2024-03-02,04:14:33,94.1
2024-03-02,04:15:33,94.1
2024-03-02,04:16:33,94.1
2024-03-02,04:17:33,94.2
2024-03-02,04:18:33,94.1
2024-03-02,04:19:33,94.2
2024-03-02,04:20:33,94.2
2024-03-02,04:21:33,94.1
2024-03-02,04:22:33,93.8
2024-03-02,04:24:33,94.2
2024-03-02,04:25:33,94.4
2024-03-02,04:26:33,94.5
2024-03-02,04:27:33,94.7
2024-03-02,04:28:33,94.7
2024-03-02,04:29:33,94.7
2024-03-02,04:30:33,94.7
2024-03-02,04:31:33,94.7
2024-03-02,04:32:33,94.6
2024-03-02,04:33:33,94.6
2024-03-02,04:34:33,94.6
2024-03-02,04:35:33,94.6
2024-03-02,04:36:33,94.6
2024-03-02,04:37:33,94.7
2024-03-02,04:40:33,95.0
2024-03-02,04:41:33,95.0
2024-03-02,04:43:33,94.7
2024-03-02,04:44:33,94.5
2024-03-02,04:45:33,94.2
2024-03-02,04:46:33,94.0
2024-03-02,04:47:33,93.3
2024-03-02,04:48:33,93.3
2024-03-02,04:49:33,93.4
2024-03-02,04:50:33,93.9
2024-03-02,04:52:33,94.1
2024-03-02,04:55:33,94.1
2024-03-02,04:56:33,94.3
2024-03-02,04:57:33,94.3
2024-03-02,04:58:33,94.4
2024-03-02,04:59:33,94.0
2024-03-02,05:00:33,93.7
2024-03-02,05:01:33,93.5
2024-03-02,05:02:33,93.2
2024-03-02,05:03:33,93.1
2024-03-02,05:04:33,93.0
2024-03-02,05:05:33,92.7
2024-03-02,05:06:33,92.9
2024-03-02,05:07:33,92.9
2024-03-02,05:08:33,93.1
2024-03-02,05:09:33,93.1
2024-03-02,05:10:33,93.2
2024-03-02,05:11:33,92.5
2024-03-02,05:12:33,92.4
2024-03-02,05:13:33,92.7
2024-03-02,05:14:33,92.7
2024-03-02,05:15:33,92.6
2024-03-02,05:16:33,92.6
2024-03-02,05:17:33,92.6
2024-03-02,05:18:33,92.6
2024-03-02,05:19:33,92.5
2024-03-02,05:20:33,92.5
2024-03-02,05:22:33,93.3
2024-03-02,05:23:33,93.9
2024-03-02,05:24:33,94.2
2024-03-02,05:25:33,94.3
2024-03-02,05:26:33,94.2
2024-03-02,05:27:33,94.2
2024-03-02,05:28:33,94.3
2024-03-02,05:29:33,94.0
2024-03-02,05:30:33,93.9
2024-03-02,05:31:33,93.6
2024-03-02,05:32:33,93.7
2024-03-02,05:33:33,93.7
2024-03-02,05:34:33,93.7
2024-03-02,05:35:33,94.1
2024-03-02,05:36:33,94.3
2024-03-02,05:37:33,94.0
2024-03-02,05:38:33,93.9
2024-03-02,05:39:33,93.9
2024-03-02,05:40:33,93.7
2024-03-02,05:41:33,93.9
2024-03-02,05:42:33,94.0
2024-03-02,05:43:33,93.8
2024-03-02,05:44:33,93.8
2024-03-02,05:46:33,93.8
2024-03-02,05:47:33,92.1
2024-03-02,06:01:33,93.5
2024-03-02,06:02:33,94.3
2024-03-02,06:03:33,95.4
2024-03-02,06:04:33,95.9
2024-03-02,06:05:33,96.2
2024-03-02,06:06:33,96.6
2024-03-02,06:07:33,97.2
2024-03-02,06:08:33,97.3
2024-03-02,06:09:33,97.3
2024-03-02,06:10:33,97.3
2024-03-02,06:11:33,97.4
2024-03-02,06:12:33,97.3
2024-03-02,06:13:33,97.7
2024-03-02,06:14:33,97.6
2024-03-02,06:15:33,97.4
2024-03-02,06:16:33,97.3
2024-03-02,06:17:33,97.4
2024-03-02,06:19:33,97.2
2024-03-02,06:20:33,96.2
2024-03-02,06:21:33,95.5
2024-03-02,06:22:33,95.0
2024-03-02,06:23:33,94.8
2024-03-02,06:24:33,94.5
2024-03-02,06:25:33,94.4
2024-03-02,06:27:33,94.5
2024-03-02,06:28:33,94.4
2024-03-02,06:29:33,94.2
2024-03-02,06:30:33,94.2
2024-03-02,06:32:33,94.5
2024-03-02,06:33:33,95.9
2024-03-02,06:34:33,96.9
2024-03-02,06:35:33,97.5
2024-03-02,06:38:33,97.0
2024-03-02,06:39:33,96.9
2024-03-02,06:40:33,96.7
2024-03-02,06:41:33,96.5
2024-03-02,06:42:33,96.5
2024-03-02,06:43:33,96.5
2024-03-02,06:44:33,96.4
2024-03-02,06:45:33,96.4
2024-03-02,06:46:33,96.4
2024-03-02,06:47:33,96.5
2024-03-02,06:48:33,96.5
2024-03-02,06:49:33,96.4
2024-03-02,06:50:33,96.4
2024-03-02,06:51:33,96.5
2024-03-02,06:52:33,96.5
2024-03-02,06:54:33,96.5
2024-03-02,06:55:33,95.6
2024-03-02,06:56:33,95.4
2024-03-02,06:57:33,95.3
2024-03-02,06:58:33,95.2
2024-03-02,07:01:33,94.8
2024-03-02,07:02:33,94.2
2024-03-02,07:03:33,93.7
2024-03-02,07:04:33,93.4
2024-03-02,07:05:33,93.4
2024-03-02,07:06:33,93.2
2024-03-02,07:07:33,93.1
2024-03-02,07:08:33,93.0
2024-03-02,07:09:33,93.3
2024-03-02,07:10:33,93.4
2024-03-02,07:12:33,93.8
2024-03-02,07:13:33,93.9
2024-03-02,07:14:33,94.2
2024-03-02,07:15:33,94.2
2024-03-02,07:16:33,94.3
2024-03-02,07:17:33,94.3
2024-03-02,07:19:33,94.3
2024-03-02,07:20:33,94.3
2024-03-02,07:21:33,94.1
2024-03-02,07:22:33,94.1
2024-03-02,07:23:33,94.2
2024-03-02,07:24:33,94.1
2024-03-02,07:25:33,94.0
2024-03-02,07:26:33,93.8
2024-03-02,07:27:33,94.2
2024-03-02,07:28:33,94.0
2024-03-02,07:30:33,94.0
2024-03-02,07:32:33,93.1
2024-03-02,07:33:33,92.6
2024-03-02,07:34:33,92.1
2024-03-02,07:35:33,91.8
2024-03-02,07:36:33,91.9
2024-03-02,07:37:33,91.9
2024-03-02,07:38:33,91.9
2024-03-02,07:40:33,92.1
2024-03-02,07:41:33,92.5
2024-03-02,07:42:33,93.0
2024-03-02,07:43:33,93.0
2024-03-02,07:45:33,93.3
2024-03-02,07:47:33,93.6
2024-03-02,07:48:33,94.1
2024-03-02,07:49:33,94.2
2024-03-02,07:50:33,93.9
2024-03-02,07:51:33,94.2
2024-03-02,07:52:33,94.5
2024-03-02,07:53:33,94.7
2024-03-02,07:54:33,94.9
2024-03-02,07:55:33,95.1
2024-03-02,07:56:33,95.2
2024-03-02,07:58:33,95.0
2024-03-02,08:00:33,94.5
2024-03-02,08:01:33,93.6
2024-03-02,08:02:33,93.5
2024-03-02,08:03:33,93.4
2024-03-02,08:06:33,93.4
2024-03-02,08:09:33,93.7
2024-03-03,01:14:03,97.7
2024-03-03,01:15:03,97.3
2024-03-03,01:16:03,96.9
2024-03-03,01:17:03,96.8
2024-03-03,01:18:03,96.6
2024-03-03,01:19:03,96.5
2024-03-03,01:20:03,96.4
2024-03-03,01:21:03,96.4
2024-03-03,01:22:03,96.4
2024-03-03,01:23:03,96.2
2024-03-03,01:25:03,95.9
2024-03-03,01:26:03,95.4
2024-03-03,01:27:03,95.1
2024-03-03,01:28:03,95.1
2024-03-03,01:29:03,95.1
2024-03-03,01:30:03,95.0
2024-03-03,01:31:03,95.0
2024-03-03,01:32:03,95.0
2024-03-03,01:33:03,95.1
2024-03-03,01:34:03,95.1
2024-03-03,01:35:03,95.1
2024-03-03,01:36:03,95.0
2024-03-03,01:37:03,94.9
2024-03-03,01:38:03,95.0
2024-03-03,01:39:03,95.1
2024-03-03,01:40:03,95.1
2024-03-03,01:41:03,95.2
2024-03-03,01:42:03,95.2
2024-03-03,01:43:03,95.4
2024-03-03,01:44:03,95.3
2024-03-03,01:45:03,95.3
2024-03-03,01:46:03,95.4
2024-03-03,01:47:03,95.4
2024-03-03,01:48:03,95.2
2024-03-03,01:49:03,95.2
2024-03-03,01:50:03,95.2
2024-03-03,01:51:03,95.3
2024-03-03,01:52:03,95.3
2024-03-03,01:55:03,95.2
2024-03-03,01:56:03,94.3
2024-03-03,01:57:03,93.7
2024-03-03,01:58:03,93.4
2024-03-03,01:59:03,92.8
2024-03-03,02:00:03,92.5
2024-03-03,02:01:03,92.2
2024-03-03,02:02:03,92.1
2024-03-03,02:03:03,92.0
2024-03-03,02:04:03,92.8
2024-03-03,02:05:03,93.0
2024-03-03,02:06:03,93.2
2024-03-03,02:08:03,94.0
2024-03-03,02:09:03,94.1
2024-03-03,02:11:03,94.3
2024-03-03,02:12:03,93.9
2024-03-03,02:13:03,94.2
2024-03-03,02:14:03,94.5
2024-03-03,02:18:03,96.0
2024-03-03,02:23:03,96.4
2024-03-03,02:24:03,96.2
2024-03-03,02:26:03,96.2
2024-03-03,02:53:03,94.8
2024-03-03,02:54:03,95.4
2024-03-03,02:55:03,95.7
2024-03-03,02:56:03,95.8
2024-03-03,02:57:03,95.9
2024-03-03,02:58:03,95.8
2024-03-03,03:00:03,95.9
2024-03-03,03:01:03,96.0
2024-03-03,03:02:03,96.1
2024-03-03,03:03:03,96.3
2024-03-03,03:05:03,96.0
2024-03-03,03:06:03,95.6
2024-03-03,03:08:03,96.3
2024-03-03,03:09:03,96.8
2024-03-03,03:10:03,97.6
2024-03-03,03:11:03,98.0
2024-03-03,03:12:03,97.7
2024-03-03,03:13:03,98.3
2024-03-03,03:15:03,97.3
2024-03-03,03:16:03,96.0
2024-03-03,03:17:03,95.6
2024-03-03,03:18:03,95.4
2024-03-03,03:19:03,95.4
2024-03-03,03:20:03,95.4
2024-03-03,03:21:03,95.3
2024-03-03,03:22:03,95.4
2024-03-03,03:23:03,95.3
2024-03-03,03:24:03,95.4
2024-03-03,03:25:03,95.2
2024-03-03,03:26:03,95.3
2024-03-03,03:27:03,95.4
2024-03-03,03:28:03,95.4
2024-03-03,03:29:03,95.3
2024-03-03,03:30:03,95.3
2024-03-03,03:31:03,95.4
2024-03-03,03:32:03,95.5
2024-03-03,03:33:03,95.4
2024-03-03,03:34:03,95.4
2024-03-03,03:35:03,95.5
2024-03-03,03:36:03,95.5
2024-03-03,03:37:03,95.5
2024-03-03,03:38:03,95.5
2024-03-03,03:39:03,95.6
2024-03-03,03:40:03,95.6
2024-03-03,03:41:03,95.6
2024-03-03,03:44:03,95.7
2024-03-03,03:45:03,96.0
2024-03-03,03:46:03,95.7
2024-03-03,03:47:03,95.9
2024-03-03,03:48:03,95.8
2024-03-03,03:49:03,96.1
2024-03-03,03:50:03,96.5
2024-03-03,03:51:03,96.1
2024-03-03,03:55:03,96.1
2024-03-03,03:56:03,96.5
2024-03-03,03:57:03,97.1
2024-03-03,03:58:03,97.1
2024-03-03,03:59:03,96.6
2024-03-03,04:00:03,95.9
2024-03-03,04:01:03,94.3
2024-03-03,04:02:03,94.3
2024-03-03,04:03:03,94.7
2024-03-03,04:05:03,94.9
2024-03-03,04:07:03,93.9
2024-03-03,04:08:03,93.8
2024-03-03,04:09:03,94.3
2024-03-03,04:10:03,94.0
2024-03-03,04:11:03,93.9
2024-03-03,04:12:03,93.9
2024-03-03,04:13:03,94.4
2024-03-03,04:14:03,94.4
2024-03-03,04:16:03,94.9
2024-03-03,04:17:03,95.7
2024-03-03,04:18:03,96.2
2024-03-03,04:19:03,96.4
2024-03-03,04:20:03,96.7
2024-03-03,04:21:03,97.0
2024-03-03,04:22:03,97.2
2024-03-03,04:24:03,95.6
2024-03-03,04:25:03,95.1
